trade_date,vintage,open,high,low,close,chg_pct,total_vol_t,total_amt_cny,listed_vol_t,listed_amt_cny,block_vol_t,block_amt_cny,auction_vol_t,auction_amt_cny,source_month
2024-07-24,CEA21,89.86,89.86,89.86,89.86,0.0,290000.0,26854000.0,0.0,0.0,290000.0,26854000.0,,,2024-07
2024-07-24,CEA22,91.5,91.5,91.0,91.47,2.38,306946.0,28032086.0,106946.0,9782086.0,200000.0,18250000.0,,,2024-07
2024-07-25,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-25,CEA21,91.5,91.5,91.5,91.5,1.83,600.0,54900.0,600.0,54900.0,0.0,0.0,,,2024-07
2024-07-25,CEA22,88.0,91.5,88.0,88.38,3.38,275520.0,25010760.0,65520.0,5790760.0,210000.0,19220000.0,,,2024-07
2024-07-26,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-26,CEA21,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-26,CEA22,91.8,91.8,91.8,91.8,3.87,10000.0,918000.0,10000.0,918000.0,0.0,0.0,,,2024-07
2024-07-29,CEA19-20,91.5,91.5,91.5,91.5,0.0,5.0,457.5,5.0,457.5,0.0,0.0,,,2024-07
2024-07-29,CEA21,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-29,CEA22,91.8,91.8,91.8,91.8,0.0,174000.0,15981900.0,0.0,0.0,174000.0,15981900.0,,,2024-07
2024-07-30,CEA19-20,91.5,91.5,91.5,91.5,0.0,5.0,457.5,5.0,457.5,0.0,0.0,,,2024-07
2024-07-30,CEA21,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-30,CEA22,93.0,94.0,90.0,90.62,1.29,137000.0,12538000.0,37000.0,3353000.0,100000.0,9185000.0,,,2024-07
2024-07-31,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-31,CEA21,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-07
2024-07-31,CEA22,91.21,92.33,90.0,90.6,0.02,30384.0,2752644.0,30384.0,2752644.0,0.0,0.0,,,2024-07
2024-08-01,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-01,CEA21,89.0,89.0,89.0,89.0,2.73,5000.0,445000.0,5000.0,445000.0,0.0,0.0,,,2024-08
2024-08-01,CEA22,89.0,92.5,89.0,90.0,0.66,7000.0,630000.0,7000.0,630000.0,0.0,0.0,,,2024-08
2024-08-02,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-02,CEA21,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-02,CEA22,88.9,90.0,88.9,89.9,0.11,153000.0,13826700.0,33000.0,2966700.0,120000.0,10860000.0,,,2024-08
2024-08-05,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-05,CEA21,92.0,92.0,92.0,92.0,3.37,56528.0,5200576.0,56528.0,5200576.0,0.0,0.0,,,2024-08
2024-08-05,CEA22,89.2,93.0,89.2,90.84,1.05,594000.0,53786840.0,44000.0,3996840.0,550000.0,49790000.0,,,2024-08
2024-08-06,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-06,CEA21,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-06,CEA22,92.0,93.0,92.0,92.1,1.39,55503.0,5111776.0,55503.0,5111776.0,0.0,0.0,,,2024-08
2024-08-07,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-07,CEA21,92.0,92.0,92.0,92.0,0.0,180000.0,16290000.0,0.0,0.0,180000.0,16290000.0,,,2024-08
2024-08-07,CEA22,91.2,92.5,91.2,91.79,0.34,51000.0,4681200.0,51000.0,4681200.0,0.0,0.0,,,2024-08
2024-08-08,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-08,CEA21,92.5,92.5,92.5,92.5,0.54,103200.0,9392800.0,3200.0,292800.0,100000.0,9100000.0,,,2024-08
2024-08-08,CEA22,92.8,92.8,92.8,92.8,1.1,10000.0,928000.0,10000.0,928000.0,0.0,0.0,,,2024-08
2024-08-09,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-09,CEA21,85.2,90.2,85.2,88.92,3.87,140513.0,12913107.6,25513.0,2268707.6,115000.0,10644400.0,,,2024-08
2024-08-09,CEA22,92.8,93.0,91.0,91.28,1.64,72458.0,6613748.0,72458.0,6613748.0,0.0,0.0,,,2024-08
2024-08-12,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-12,CEA21,92.56,93.5,92.56,92.58,4.12,46000.0,4258700.0,46000.0,4258700.0,0.0,0.0,,,2024-08
2024-08-12,CEA22,91.28,93.9,91.28,91.42,0.15,360401.0,33285905.9,10401.0,950905.9,350000.0,32335000.0,,,2024-08
2024-08-13,CEA19-20,91.5,91.5,91.5,91.5,0.0,40270.0,3684705.0,40270.0,3684705.0,0.0,0.0,,,2024-08
2024-08-13,CEA21,90.0,90.0,90.0,90.0,2.79,10000.0,900000.0,10000.0,900000.0,0.0,0.0,,,2024-08
2024-08-13,CEA22,91.6,91.6,91.42,91.6,0.2,18100.0,1657942.0,18100.0,1657942.0,0.0,0.0,,,2024-08
2024-08-14,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-14,CEA21,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-14,CEA22,91.55,91.8,91.55,91.78,0.2,15000.0,1376750.0,15000.0,1376750.0,0.0,0.0,,,2024-08
2024-08-15,CEA19-20,91.5,91.5,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-15,CEA21,90.0,90.0,90.0,90.0,0.0,112554.0,0.0,0.0,0.0,112554.0,10354968.0,,,2024-08
2024-08-15,CEA22,91.5,91.5,91.5,91.5,0.31,1000.0,0.0,1000.0,91500.0,0.0,0.0,,,2024-08
2024-08-16,CEA19-20,92.0,92.0,92.0,92.0,0.55,5.0,460.0,5.0,460.0,0.0,0.0,,,2024-08
2024-08-16,CEA21,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-16,CEA22,93.0,93.0,91.5,91.88,0.42,140000.0,12875000.0,40000.0,3675000.0,100000.0,9200000.0,,,2024-08
2024-08-19,CEA19-20,89.1,89.1,89.1,89.1,3.15,367.0,32699.7,367.0,32699.7,0.0,0.0,,,2024-08
2024-08-19,CEA21,88.92,93.7,88.92,93.34,3.71,57866.0,5401012.2,57866.0,5401012.2,0.0,0.0,,,2024-08
2024-08-19,CEA22,91.51,93.75,91.51,92.96,1.18,82534.0,7672112.5,82534.0,7672112.5,0.0,0.0,,,2024-08
2024-08-20,CEA19-20,89.1,89.1,89.1,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-20,CEA21,88.02,92.5,88.02,92.02,1.41,86582.0,7966867.0,86582.0,7966867.0,0.0,0.0,,,2024-08
2024-08-20,CEA22,90.0,94.0,90.0,92.87,0.1,562937.0,52572093.7,162937.0,15132093.7,400000.0,37440000.0,,,2024-08
2024-08-21,CEA19-20,88.2,88.2,87.02,87.65,1.63,961.0,84236.28,961.0,84236.28,0.0,0.0,,,2024-08
2024-08-21,CEA21,86.74,86.74,86.74,86.74,5.74,3900.0,338286.0,3900.0,338286.0,0.0,0.0,,,2024-08
2024-08-21,CEA22,91.2,91.2,91.2,91.2,1.8,1190000.0,88698000.0,40000.0,3648000.0,1150000.0,85050000.0,,,2024-08
2024-08-22,CEA19-20,86.61,86.61,86.61,86.61,1.19,388.0,33604.68,388.0,33604.68,0.0,0.0,,,2024-08
2024-08-22,CEA21,86.18,88.01,86.18,87.56,0.95,13724.0,1201627.24,13724.0,1201627.24,0.0,0.0,,,2024-08
2024-08-22,CEA22,93.0,94.0,93.0,93.5,2.52,20000.0,1870000.0,20000.0,1870000.0,0.0,0.0,,,2024-08
2024-08-23,CEA19-20,86.61,86.61,86.61,86.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-23,CEA21,85.96,88.51,85.96,88.17,0.7,23100.0,2036676.0,23100.0,2036676.0,0.0,0.0,,,2024-08
2024-08-23,CEA22,94.0,94.4,94.0,94.01,0.55,167600.0,15815000.0,67600.0,6355000.0,100000.0,9460000.0,,,2024-08
2024-08-26,CEA19-20,86.61,86.61,86.61,86.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-26,CEA21,90.01,90.01,90.01,90.01,2.09,10203.0,918372.03,10203.0,918372.03,0.0,0.0,,,2024-08
2024-08-26,CEA22,94.2,95.0,94.2,94.61,0.64,41454.0,3921803.0,41454.0,3921803.0,0.0,0.0,,,2024-08
2024-08-27,CEA19-20,85.58,92.6,85.2,92.33,6.6,20671.0,1908453.46,20671.0,1908453.46,0.0,0.0,,,2024-08
2024-08-27,CEA21,90.01,90.01,90.01,90.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-27,CEA22,93.5,95.0,93.5,94.67,0.06,134000.0,12685400.0,134000.0,12685400.0,0.0,0.0,,,2024-08
2024-08-28,CEA19-20,86.7,86.7,86.7,86.7,6.1,2001.0,173486.7,2001.0,173486.7,0.0,0.0,,,2024-08
2024-08-28,CEA21,84.94,84.94,84.94,84.94,5.63,2700.0,229338.0,2700.0,229338.0,0.0,0.0,,,2024-08
2024-08-28,CEA22,95.1,95.6,95.1,95.47,0.85,1102300.0,87807950.0,52300.0,4992950.0,1050000.0,82815000.0,,,2024-08
2024-08-29,CEA19-20,84.84,95.37,84.84,88.75,2.36,2995.0,265794.63,2995.0,265794.63,0.0,0.0,,,2024-08
2024-08-29,CEA21,84.94,84.94,84.94,84.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-08
2024-08-29,CEA22,95.59,95.8,95.59,95.61,0.15,39929.0,3817533.11,39929.0,3817533.11,0.0,0.0,,,2024-08
2024-08-30,CEA19-20,95.8,95.8,95.8,95.8,7.94,20000.0,1916000.0,20000.0,1916000.0,0.0,0.0,,,2024-08
2024-08-30,CEA21,86.39,93.43,86.39,86.42,1.74,20367.0,1760131.69,20367.0,1760131.69,0.0,0.0,,,2024-08
2024-08-30,CEA22,93.6,95.8,93.6,94.58,1.08,84000.0,7944650.0,84000.0,7944650.0,0.0,0.0,,,2024-08
2024-09-02,CEA19-20,87.24,87.24,87.24,87.24,8.94,1774.0,154763.76,1774.0,154763.76,0.0,0.0,,,2024-09
2024-09-02,CEA21,95.06,95.06,94.5,94.55,9.41,101100.0,9354006.0,1100.0,104006.0,100000.0,9250000.0,,,2024-09
2024-09-02,CEA22,96.0,96.0,95.35,95.48,0.95,244463.0,22669016.5,94463.0,9019016.5,150000.0,13650000.0,,,2024-09
2024-09-03,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-03,CEA21,96.0,96.0,96.0,96.07,1.61,8700.0,835800.0,8700.0,835800.0,0.0,0.0,,,2024-09
2024-09-03,CEA22,94.5,96.9,94.5,95.9,0.44,3650.0,350035.0,3650.0,350035.0,0.0,0.0,,,2024-09
2024-09-04,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-04,CEA21,96.07,96.07,96.07,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-04,CEA22,96.0,96.5,96.0,96.06,0.17,215500.0,20809000.0,15500.0,1489000.0,200000.0,19320000.0,,,2024-09
2024-09-05,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-05,CEA21,87.4,95.5,87.4,94.5,1.63,329758.0,31957942.0,11415.0,1078671.0,318343.0,30879271.0,,,2024-09
2024-09-05,CEA22,95.55,97.4,95.5,95.8,0.27,596542.0,45088290.8,146542.0,14038290.8,450000.0,31050000.0,,,2024-09
2024-09-06,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-06,CEA21,87.4,87.4,87.4,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-06,CEA22,97.0,98.0,97.0,97.65,1.93,38100.0,3720300.0,38100.0,3720300.0,0.0,0.0,,,2024-09
2024-09-09,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-09,CEA21,94.5,94.5,94.5,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-09,CEA22,95.6,98.5,95.6,96.78,0.89,167630.0,16223495.0,167630.0,16223495.0,0.0,0.0,,,2024-09
2024-09-10,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-10,CEA21,85.26,85.26,85.26,85.26,9.78,3263.0,278203.38,3263.0,278203.38,0.0,0.0,,,2024-09
2024-09-10,CEA22,98.0,99.0,97.0,97.45,0.69,136654.0,13316982.0,136654.0,13316982.0,0.0,0.0,,,2024-09
2024-09-11,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-11,CEA21,83.51,83.51,83.51,83.51,2.05,26576.0,2219361.76,26576.0,2219361.76,0.0,0.0,,,2024-09
2024-09-11,CEA22,98.0,99.0,98.0,98.5,1.08,126890.0,12548610.0,26890.0,2648610.0,100000.0,9900000.0,,,2024-09
2024-09-12,CEA19-20,87.24,87.24,87.24,87.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-12,CEA21,83.51,83.51,83.51,83.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-12,CEA22,99.0,99.5,99.0,99.0,0.51,100501.0,9949849.49,100501.0,9949849.49,0.0,0.0,,,2024-09
2024-09-13,CEA19-20,95.96,95.96,95.96,95.96,10.0,9202.0,883023.92,9202.0,883023.92,0.0,0.0,,,2024-09
2024-09-13,CEA21,83.51,83.51,83.51,83.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-13,CEA22,89.21,99.5,89.21,98.94,0.06,670600.0,66919255.0,170600.0,16879255.0,500000.0,50040000.0,,,2024-09
2024-09-18,CEA19-20,95.96,95.96,95.96,95.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-18,CEA21,83.51,83.51,83.51,83.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-18,CEA22,99.8,99.8,99.8,99.8,0.87,2000.0,0.0,2000.0,199600.0,0.0,0.0,,,2024-09
2024-09-19,CEA19-20,95.96,95.96,95.96,95.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-19,CEA21,83.51,83.51,83.51,83.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-19,CEA22,95.0,99.8,95.0,96.15,3.66,336000.0,33791550.0,36000.0,3461550.0,300000.0,30330000.0,,,2024-09
2024-09-20,CEA19-20,87.61,100.0,87.61,93.81,2.24,20000.0,1876100.0,20000.0,1876100.0,0.0,0.0,,,2024-09
2024-09-20,CEA21,91.86,91.86,91.86,91.86,10.0,2256.0,207236.16,2256.0,207236.16,0.0,0.0,,,2024-09
2024-09-20,CEA22,91.01,100.0,97.01,99.15,3.12,559693.0,55981265.3,150501.0,14922873.3,409192.0,41058392.0,,,2024-09
2024-09-23,CEA19-20,87.61,100.0,87.61,93.81,0.0,403701.0,40773801.0,0.0,0.0,403701.0,40773801.0,,,2024-09
2024-09-23,CEA21,91.86,91.86,91.86,91.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-09
2024-09-23,CEA22,100.0,100.0,100.0,100.0,0.86,311000.0,31100000.0,11000.0,1100000.0,300000.0,30000000.0,,,2024-09
2024-09-24,CEA19-20,100.0,101.0,100.0,100.88,7.54,16043.0,1618343.0,16043.0,1618343.0,0.0,0.0,,,2024-09
2024-09-24,CEA21,100.0,100.0,100.0,100.0,8.86,100.0,10000.0,100.0,10000.0,0.0,0.0,,,2024-09
2024-09-24,CEA22,100.0,100.79,100.0,100.23,0.23,568543.0,54104794.6,218543.0,21904794.6,350000.0,32200000.0,,,2024-09
2024-09-25,CEA19-20,98.0,98.0,90.79,92.0,8.8,124000.0,11408210.0,124000.0,11408210.0,0.0,0.0,,,2024-09
2024-09-25,CEA21,98.0,98.0,98.0,98.0,2.0,100.0,9800.0,100.0,9800.0,0.0,0.0,,,2024-09
2024-09-25,CEA22,101.5,101.5,100.2,101.11,0.88,379842.0,38414329.2,179842.0,18184329.2,200000.0,20230000.0,,,2024-09
2024-09-26,CEA19-20,100.0,100.0,100.0,100.0,8.7,16881.0,1688100.0,16881.0,1688100.0,0.0,0.0,,,2024-09
2024-09-26,CEA21,100.0,100.0,100.0,100.0,2.04,1000.0,100000.0,1000.0,100000.0,0.0,0.0,,,2024-09
2024-09-26,CEA22,100.2,100.9,99.2,100.63,0.47,590836.0,59463350.2,190836.0,19203350.2,400000.0,40260000.0,,,2024-09
2024-09-27,CEA19-20,98.0,98.0,98.0,98.0,2.0,10000.0,980000.0,10000.0,980000.0,0.0,0.0,,,2024-09
2024-09-27,CEA21,99.0,99.0,99.0,99.0,1.0,100.0,9900.0,100.0,9900.0,0.0,0.0,,,2024-09
2024-09-27,CEA22,101.0,101.0,100.0,100.49,0.14,715053.0,71613675.9,359049.0,36082271.9,356004.0,35531404.0,,,2024-09
2024-09-30,CEA19-20,99.0,99.0,99.0,99.0,1.02,9337.0,924363.0,9337.0,924363.0,0.0,0.0,,,2024-09
2024-09-30,CEA21,99.2,99.2,99.2,99.2,0.2,15663.0,1553769.6,15663.0,1553769.6,0.0,0.0,,,2024-09
2024-09-30,CEA22,99.0,101.3,99.0,100.25,0.24,972536.0,94536158.6,132536.0,13286158.6,840000.0,81250000.0,,,2024-09
2024-10-08,CEA19-20,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-08,CEA21,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-08,CEA22,101.5,102.0,101.5,101.88,1.63,830121.0,72617707.8,120121.0,12237707.8,710000.0,60380000.0,,,2024-10
2024-10-09,CEA19-20,102.0,102.0,102.0,102.0,3.03,5000.0,510000.0,5000.0,510000.0,0.0,0.0,,,2024-10
2024-10-09,CEA21,99.2,99.2,99.2,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-09,CEA22,101.99,103.0,101.99,102.1,0.22,902601.0,78803177.0,182601.0,18643177.0,720000.0,60160000.0,,,2024-10
2024-10-10,CEA19-20,99.0,103.0,99.0,102.56,0.55,900.0,92300.0,900.0,92300.0,0.0,0.0,,,2024-10
2024-10-10,CEA21,103.5,103.5,103.5,103.5,4.33,1000.0,103500.0,1000.0,103500.0,0.0,0.0,,,2024-10
2024-10-10,CEA22,102.5,103.5,101.0,102.63,0.52,898747.0,91654578.7,98747.0,10134578.7,800000.0,81520000.0,,,2024-10
2024-10-11,CEA19-20,101.0,103.0,92.3,94.95,7.42,504622.0,47915303.47,504622.0,47915303.47,0.0,0.0,,,2024-10
2024-10-11,CEA21,104.0,104.0,104.0,104.0,0.48,500.0,52000.0,500.0,52000.0,0.0,0.0,,,2024-10
2024-10-11,CEA22,103.2,103.99,103.2,103.9,1.24,465970.0,47164597.0,65970.0,6854597.0,400000.0,40310000.0,,,2024-10
2024-10-14,CEA19-20,103.8,103.8,102.0,102.24,7.68,4610.0,471318.0,4610.0,471318.0,0.0,0.0,,,2024-10
2024-10-14,CEA21,101.11,104.5,101.11,104.19,0.18,1100.0,114611.0,1100.0,114611.0,0.0,0.0,,,2024-10
2024-10-14,CEA22,103.99,104.2,103.99,104.05,0.14,423003.0,42869082.0,83003.0,8636082.0,340000.0,34233000.0,,,2024-10
2024-10-15,CEA19-20,102.0,104.0,102.0,103.4,1.13,25139.0,2599335.31,25139.0,2599335.31,0.0,0.0,,,2024-10
2024-10-15,CEA21,101.0,103.0,101.0,101.67,2.42,460000.0,47490000.0,150000.0,15250000.0,310000.0,32240000.0,,,2024-10
2024-10-15,CEA22,103.99,104.2,103.99,104.02,0.03,731000.0,73425652.0,41000.0,4264652.0,690000.0,69161000.0,,,2024-10
2024-10-16,CEA19-20,103.4,103.4,103.4,103.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-16,CEA21,101.67,101.67,101.67,101.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-16,CEA22,102.5,103.99,102.5,102.94,1.04,248000.0,25538050.0,108000.0,11118050.0,140000.0,14420000.0,,,2024-10
2024-10-17,CEA19-20,103.4,104.0,101.51,103.1,0.29,5946.0,613046.4,5946.0,613046.4,0.0,0.0,,,2024-10
2024-10-17,CEA21,104.5,104.5,104.5,104.5,2.78,1000.0,104500.0,1000.0,104500.0,0.0,0.0,,,2024-10
2024-10-17,CEA22,102.11,104.8,102.11,102.67,0.26,496167.0,46137334.62,204167.0,20961334.62,292000.0,25176000.0,,,2024-10
2024-10-18,CEA19-20,104.0,104.0,101.02,101.09,1.95,314998.0,31316797.96,204998.0,20723797.96,110000.0,10593000.0,,,2024-10
2024-10-18,CEA21,105.0,105.0,105.0,105.0,0.48,3000.0,315000.0,3000.0,315000.0,0.0,0.0,,,2024-10
2024-10-18,CEA22,104.0,105.0,103.9,104.43,1.71,741327.0,75327354.9,231327.0,24157354.9,510000.0,51170000.0,,,2024-10
2024-10-21,CEA19-20,104.0,104.0,104.0,104.0,2.88,12500.0,1300000.0,12500.0,1300000.0,0.0,0.0,,,2024-10
2024-10-21,CEA21,103.0,105.0,103.0,104.25,0.71,8000.0,834000.0,8000.0,834000.0,0.0,0.0,,,2024-10
2024-10-21,CEA22,103.5,104.63,103.5,104.18,0.24,297063.0,30329870.5,197063.0,20529870.5,100000.0,9800000.0,,,2024-10
2024-10-22,CEA19-20,104.0,104.0,104.0,104.0,0.0,115000.0,0.0,15000.0,1560000.0,100000.0,10430000.0,,,2024-10
2024-10-22,CEA21,104.01,104.01,104.01,104.01,0.23,43131.0,0.0,43131.0,4486055.31,0.0,0.0,,,2024-10
2024-10-22,CEA22,104.45,104.98,104.0,104.37,0.18,1218285.0,0.0,508285.0,53049528.18,710000.0,68300000.0,,,2024-10
2024-10-23,CEA19-20,104.0,104.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-23,CEA21,104.01,104.01,104.01,104.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-23,CEA22,104.1,104.4,104.0,104.3,0.07,546800.0,55927070.0,196800.0,20527070.0,350000.0,35400000.0,,,2024-10
2024-10-24,CEA19-20,104.0,104.0,104.0,104.0,0.0,2000.0,208000.0,2000.0,208000.0,0.0,0.0,,,2024-10
2024-10-24,CEA21,104.01,104.01,104.01,104.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-24,CEA22,104.1,104.4,104.01,104.1,0.19,384268.0,39831863.09,184268.0,19181863.09,200000.0,20650000.0,,,2024-10
2024-10-25,CEA19-20,104.0,104.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-25,CEA21,104.0,104.5,101.01,104.42,0.39,16468.0,1719557.0,16468.0,1719557.0,0.0,0.0,,,2024-10
2024-10-25,CEA22,104.1,104.4,104.0,104.32,0.21,374198.0,38938978.4,134198.0,13998978.4,240000.0,24940000.0,,,2024-10
2024-10-28,CEA19-20,101.5,104.0,101.5,102.78,1.17,131600.0,13424455.0,1600.0,164455.0,130000.0,13260000.0,,,2024-10
2024-10-28,CEA21,104.0,104.0,102.0,103.0,1.36,4000.0,412000.0,4000.0,412000.0,0.0,0.0,,,2024-10
2024-10-28,CEA22,104.0,104.0,102.01,103.73,0.57,1116812.0,109444774.94,163014.0,16910047.38,953798.0,92534727.56,,,2024-10
2024-10-28,CEA23,104.25,104.25,104.25,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-29,CEA19-20,101.5,104.0,101.5,103.88,1.07,2100.0,218150.0,2100.0,218150.0,0.0,0.0,,,2024-10
2024-10-29,CEA21,104.0,104.0,101.01,101.09,1.85,77000.0,7783750.0,77000.0,7783750.0,0.0,0.0,,,2024-10
2024-10-29,CEA22,104.45,104.5,104.1,104.28,0.53,1038328.0,95333307.92,202333.0,21098381.87,835995.0,74234926.05,,,2024-10
2024-10-29,CEA23,104.25,104.25,104.25,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-30,CEA19-20,94.0,104.04,94.0,103.61,0.26,53742.0,5568047.6,53742.0,5568047.6,0.0,0.0,,,2024-10
2024-10-30,CEA21,104.5,104.5,104.5,104.5,3.37,100.0,10450.0,100.0,10450.0,0.0,0.0,,,2024-10
2024-10-30,CEA22,104.3,104.35,104.3,104.34,0.06,300232.0,26136983.89,127093.0,13260636.46,173139.0,12876347.43,,,2024-10
2024-10-30,CEA23,104.25,104.25,104.25,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-10-31,CEA19-20,101.01,104.0,101.01,103.73,0.12,1100.0,114101.0,1100.0,114101.0,0.0,0.0,,,2024-10
2024-10-31,CEA21,104.0,104.0,104.0,104.0,0.48,5000.0,520000.0,5000.0,520000.0,0.0,0.0,,,2024-10
2024-10-31,CEA22,104.49,104.49,104.0,104.05,0.28,433279.0,44406692.83,103279.0,10746692.83,330000.0,33660000.0,,,2024-10
2024-10-31,CEA23,104.25,104.25,104.25,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-10
2024-11-01,CEA19-20,104.5,104.5,104.5,104.5,0.74,152000.0,15284000.0,2000.0,209000.0,150000.0,15075000.0,,,2024-11
2024-11-01,CEA21,104.4,104.5,104.4,104.43,0.41,50476.0,5271163.9,50476.0,5271163.9,0.0,0.0,,,2024-11
2024-11-01,CEA22,104.39,105.0,104.39,104.52,0.45,1483089.0,137824671.59,93089.0,9729671.59,1390000.0,128095000.0,,,2024-11
2024-11-01,CEA23,104.25,104.25,104.25,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2024-11
2024-11-04,CEA19-20,104.6,104.7,104.6,104.68,0.17,304000.0,30568700.0,4000.0,418700.0,300000.0,30150000.0,,,2024-11
2024-11-04,CEA21,104.99,105.0,104.99,104.99,0.54,8088.0,849160.0,8088.0,849160.0,0.0,0.0,,,2024-11
