trade_date,vintage,open,high,low,close,chg_pct,total_vol_t,total_amt_cny,listed_vol_t,listed_amt_cny,block_vol_t,block_amt_cny,auction_vol_t,auction_amt_cny,source_month
2023-02-16,CEA,56.3,56.3,56.2,56.3,0.46,10466.0,589185.8,10466.0,589185.8,0.0,0.0,,,2023-02
2023-02-17,CEA,56.3,56.3,56.3,56.3,0.0,200000.0,11260000.0,200000.0,11260000.0,0.0,0.0,,,2023-02
2023-02-20,CEA,56.2,56.2,56.2,56.2,0.18,500.0,28100.0,500.0,28100.0,0.0,0.0,,,2023-02
2023-02-21,CEA,57.0,57.0,57.0,57.0,1.42,500.0,28500.0,500.0,28500.0,0.0,0.0,,,2023-02
2023-02-22,CEA,57.0,57.0,57.0,57.0,0.0,500.0,28500.0,500.0,28500.0,0.0,0.0,,,2023-02
2023-02-23,CEA,56.5,56.5,56.5,56.5,0.88,500.0,28500.0,500.0,28250.0,0.0,0.0,,,2023-02
2023-02-24,CEA,56.5,56.5,56.5,56.5,0.0,1000010.0,55000565.0,10.0,565.0,1000000.0,55000000.0,,,2023-02
2023-02-27,CEA,55.0,55.0,55.0,55.0,2.65,10000.0,550000.0,10000.0,550000.0,0.0,0.0,,,2023-02
2023-02-28,CEA,55.0,55.0,55.0,55.0,0.0,500.0,27500.0,500.0,27500.0,0.0,0.0,,,2023-02
2023-03-01,CEA,55.0,56.5,55.5,55.5,0.91,1500.0,83250.0,1500.0,83250.0,0.0,0.0,,,2023-03
2023-03-02,CEA,55.0,55.0,55.0,55.0,0.9,1000.0,55000.0,1000.0,55000.0,0.0,0.0,,,2023-03
2023-03-03,CEA,56.0,56.0,56.0,56.0,1.82,300010.0,17010560.0,10.0,560.0,300000.0,17010000.0,,,2023-03
2023-03-06,CEA,55.0,56.0,55.0,55.5,0.89,1010.0,56060.0,1010.0,56060.0,0.0,0.0,,,2023-03
2023-03-07,CEA,56.0,56.0,56.0,56.0,0.9,200500.0,11368000.0,500.0,28000.0,200000.0,11340000.0,,,2023-03
2023-03-08,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,500.0,28000.0,0.0,0.0,,,2023-03
2023-03-09,CEA,56.0,56.0,56.0,56.0,0.0,1000.0,56000.0,1000.0,56000.0,0.0,0.0,,,2023-03
2023-03-10,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,10.0,560.0,0.0,0.0,,,2023-03
2023-03-13,CEA,56.0,56.0,56.0,56.0,0.0,510.0,28560.0,510.0,28560.0,0.0,0.0,,,2023-03
2023-03-14,CEA,56.0,56.5,56.0,56.0,0.0,1010.0,56565.0,1010.0,56565.0,0.0,0.0,,,2023-03
2023-03-15,CEA,56.0,56.0,56.0,56.0,0.0,1000.0,56000.0,1000.0,56000.0,0.0,0.0,,,2023-03
2023-03-16,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,500.0,28000.0,0.0,0.0,,,2023-03
2023-03-17,CEA,57.5,57.5,55.0,56.75,1.34,1001.0,56805.0,1001.0,56805.0,0.0,0.0,,,2023-03
2023-03-20,CEA,57.0,57.0,57.0,57.0,0.44,175.0,9975.0,175.0,9975.0,0.0,0.0,,,2023-03
2023-03-21,CEA,56.0,56.0,56.0,56.0,1.75,1000.0,56000.0,1000.0,56000.0,0.0,0.0,,,2023-03
2023-03-22,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,100.0,5600.0,0.0,0.0,,,2023-03
2023-03-23,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,100.0,5600.0,0.0,0.0,,,2023-03
2023-03-24,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,10.0,560.0,0.0,0.0,,,2023-03
2023-03-27,CEA,56.0,56.0,56.0,56.0,0.0,8900.0,498400.0,8900.0,498400.0,0.0,0.0,,,2023-03
2023-03-28,CEA,56.0,56.0,56.0,56.0,0.0,476100.0,24563840.0,100.0,5600.0,476000.0,24558240.0,,,2023-03
2023-03-29,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,100.0,5600.0,0.0,0.0,,,2023-03
2023-03-30,CEA,56.7,56.7,56.0,56.7,1.25,308830.0,14772654.0,8830.0,500654.0,300000.0,14272000.0,,,2023-03
2023-03-31,CEA,56.0,56.0,56.0,56.0,0.0,2737.0,153272.0,2737.0,153272.0,0.0,0.0,,,2023-03
2023-04-03,CEA,56.0,56.0,56.0,56.0,0.0,400100.0,22445600.0,100.0,5600.0,400000.0,22440000.0,,,2023-04
2023-04-04,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,100.0,5600.0,0.0,0.0,,,2023-04
2023-04-06,CEA,56.0,56.0,50.5,50.52,9.79,10037.0,507072.0,10037.0,507072.0,0.0,0.0,,,2023-04
