trade_date,source,price_basis,open,high,low,close,close_vintage,listed_vol_t,listed_amt_cny,listed_vwap,block_vol_t,block_amt_cny,block_vwap,auction_vol_t,auction_amt_cny,total_vol_t,total_amt_cny,total_vwap,cum_vol_t,cum_amt_cny
2021-09-01,seee,listed,45.35,46.0,44.21,45.19,,30.0,1355.6,45.1867,0.0,0.0,,,,30.0,1355.6,45.1867,8440459.0,416137670.26
2021-09-02,seee,listed,44.66,44.66,44.66,44.66,,50.0,2233.0,44.66,0.0,0.0,,,,50.0,2233.0,44.66,8440509.0,416139903.26
2021-09-03,seee,listed,44.66,45.0,44.66,44.67,,520.0,23230.0,44.6731,0.0,0.0,,,,520.0,23230.0,44.6731,8441029.0,416163133.26
2021-09-06,seee,listed,44.0,44.0,44.0,44.0,,10.0,440.0,44.0,0.0,0.0,,,,10.0,440.0,44.0,8441039.0,416163573.26
2021-09-07,seee,listed,43.8,44.0,43.8,43.9,,2000.0,87800.0,43.9,0.0,0.0,,,,2000.0,87800.0,43.9,8443039.0,416251373.26
2021-09-08,seee,listed,42.9,42.9,42.9,42.9,,40.0,1716.0,42.9,0.0,0.0,,,,40.0,1716.0,42.9,8443079.0,416253089.26
2021-09-09,seee,listed,42.0,42.0,41.8,41.99,,1222.0,51306.1,41.9854,0.0,0.0,,,,1222.0,51306.1,41.9854,8444301.0,416304395.36
2021-09-10,seee,listed,44.0,44.0,44.0,44.0,,3040.0,133760.0,44.0,0.0,0.0,,,,3040.0,133760.0,44.0,8447341.0,416438155.36
2021-09-13,seee,listed,46.0,46.0,44.1,45.62,,50.0,2281.0,45.62,0.0,0.0,,,,50.0,2281.0,45.62,8447391.0,416440436.36
2021-09-14,seee,listed,42.0,50.18,41.6,45.54,,3950.0,179877.5,45.5386,0.0,0.0,,,,3950.0,179877.5,45.5386,8451341.0,416620313.86
2021-09-15,seee,listed,45.0,45.0,45.0,45.0,,50.0,2250.0,45.0,0.0,0.0,,,,50.0,2250.0,45.0,8451391.0,416622563.86
2021-09-16,seee,listed,47.0,47.0,44.0,44.94,,6140.0,275930.0,44.9397,0.0,0.0,,,,6140.0,275930.0,44.9397,8457531.0,416898493.86
2021-09-17,seee,listed,42.0,44.8,42.0,43.43,,21900.0,951212.0,43.4343,0.0,0.0,,,,21900.0,951212.0,43.4343,8479431.0,417849705.86
2021-09-22,seee,listed,43.0,43.35,42.5,43.24,,4231.0,182936.1,43.2371,0.0,0.0,,,,4231.0,182936.1,43.2371,8483662.0,418032641.96
2021-09-23,seee,listed,43.24,44.0,43.24,43.85,,2500.0,109620.0,43.848,0.0,0.0,,,,2500.0,109620.0,43.848,8486162.0,418142261.96
2021-09-24,seee,listed,46.0,46.0,42.2,44.36,,4841.0,214742.2,44.3591,0.0,0.0,,,,4841.0,214742.2,44.3591,8491003.0,418357004.16
2021-09-27,seee,listed,44.35,44.35,42.01,43.59,,15841.0,690546.5,43.5924,0.0,0.0,,,,15841.0,690546.5,43.5924,8506844.0,419047550.66
2021-09-28,seee,listed,43.49,43.5,42.05,42.22,,56000.0,2364470.0,42.2227,0.0,0.0,,,,56000.0,2364470.0,42.2227,8562844.0,421412020.66
2021-09-29,seee,listed,41.0,43.5,41.0,41.84,,31768.0,1329268.0,41.843,580000.0,23830000.0,41.0862,,,611768.0,25159268.0,41.1255,9174612.0,446571288.66
2021-09-30,seee,listed,41.84,45.8,41.84,42.21,,71024.0,2997655.76,42.2062,8403359.0,351159740.56,41.788,,,8474383.0,354157396.32,41.7915,17648995.0,800728684.98
2021-10-08,seee,listed,44.45,44.45,42.21,44.08,,3000.0,132230.0,44.0767,0.0,0.0,,,,3000.0,132230.0,44.0767,17651995.0,800860914.98
2021-10-11,seee,listed,44.06,48.49,43.1,46.03,,5024.0,231240.46,46.0272,0.0,0.0,,,,5024.0,231240.46,46.0272,17657019.0,801092155.44
2021-10-12,seee,listed,45.2,45.2,44.5,44.67,,18462.0,824659.0,44.6679,385539.0,16921306.71,43.89,,,404001.0,17745965.71,43.9255,18061020.0,818838121.15
2021-10-13,seee,listed,44.8,44.8,43.98,44.68,,77386.0,3457873.94,44.6835,0.0,0.0,,,,77386.0,3457873.94,44.6835,18138406.0,822295995.09
2021-10-14,seee,listed,44.0,44.0,43.8,43.96,,3482.0,153055.0,43.9561,0.0,0.0,,,,3482.0,153055.0,43.9561,18141888.0,822449050.09
2021-10-15,seee,listed,43.96,44.0,43.8,43.9,,8200.0,359968.0,43.8985,0.0,0.0,,,,8200.0,359968.0,43.8985,18150088.0,822809018.09
2021-10-18,seee,listed,45.7,45.7,43.1,43.44,,4688.0,203629.78,43.4364,520000.0,21580000.0,41.5,,,524688.0,21783629.78,41.5173,18674776.0,844592647.87
2021-10-19,seee,listed,43.43,43.44,43.43,43.43,,2028.0,88076.32,43.4301,100000.0,4000000.0,40.0,,,102028.0,4088076.32,40.0682,18776804.0,848680724.19
2021-10-20,seee,listed,43.5,43.5,41.5,43.24,,2860.0,123662.0,43.2385,100000.0,4150000.0,41.5,,,102860.0,4273662.0,41.5483,18879664.0,852954386.19
2021-10-21,seee,listed,45.0,45.0,42.8,43.03,,80200.0,3451130.0,43.0315,120000.0,4980000.0,41.5,,,200200.0,8431130.0,42.1135,19079864.0,861385516.19
2021-10-22,seee,listed,44.5,44.5,42.5,42.99,,30760.0,1322513.8,42.9946,0.0,0.0,,,,30760.0,1322513.8,42.9946,19110624.0,862708029.99
2021-10-25,seee,listed,46.0,46.0,42.16,43.24,,12501.0,540537.16,43.2395,0.0,0.0,,,,12501.0,540537.16,43.2395,19123125.0,863248567.15
2021-10-26,seee,listed,43.0,43.0,42.4,42.65,,87882.0,3748485.0,42.6536,0.0,0.0,,,,87882.0,3748485.0,42.6536,19211007.0,866997052.15
2021-10-27,seee,listed,38.5,42.75,38.5,42.61,,10635.0,453171.25,42.6113,300000.0,12550000.0,41.8333,,,310635.0,13003171.25,41.86,19521642.0,880000223.4
2021-10-28,seee,listed,42.61,42.8,42.61,42.77,,3500.0,149705.0,42.7729,0.0,0.0,,,,3500.0,149705.0,42.7729,19525142.0,880149928.4
2021-10-29,seee,listed,42.5,42.6,42.2,42.41,,56823.0,2410104.2,42.4142,620000.0,25595000.0,41.2823,,,676823.0,28005104.2,41.3773,20201965.0,908155032.6
