cell_id,lat,lon,land_frac,in_province,dist_to_province,offshore_zone,retain,w_uniform,w_province,w_wind,w_solar,cap_source
264,36.5,114.75,1.0,0.0,0.3978,0,0,0.0,0.0,0.0,0.0,fallback:w_province
265,36.5,115.0,1.0,0.0,0.1478,0,0,0.0,0.0,0.0,0.0,fallback:w_province
266,36.5,115.25,1.0,0.2271,0.0,0,1,1.0,0.2271,0.2271,0.2271,fallback:w_province
267,36.5,115.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
268,36.5,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
269,36.5,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
270,36.5,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
271,36.5,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
272,36.5,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
273,36.5,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
274,36.5,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
275,36.5,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
276,36.5,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
277,36.5,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
278,36.5,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
279,36.5,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
280,36.5,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
281,36.5,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
282,36.5,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
283,36.5,119.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
284,36.5,119.75,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
285,36.5,120.0,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
286,36.5,120.25,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
287,36.5,120.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
288,36.5,120.75,1.0,0.8191,0.0,1,1,1.0,0.8191,0.8191,0.8191,fallback:w_province
289,36.5,121.0,0.0,0.3394,0.0,1,1,1.0,0.3394,0.3394,0.3394,fallback:w_province
290,36.5,121.25,0.0,0.0,0.0028,1,1,1.0,0.0,0.0,0.0,fallback:w_province
291,36.5,121.5,0.0,0.0,0.074,1,1,1.0,0.0,0.0,0.0,fallback:w_province
292,36.5,121.75,0.0,0.0,0.0889,1,1,1.0,0.0,0.0,0.0,fallback:w_province
293,36.5,122.0,0.0,0.0,0.1833,1,1,1.0,0.0,0.0,0.0,fallback:w_province
294,36.5,122.25,0.0,0.0,0.1237,1,1,1.0,0.0,0.0,0.0,fallback:w_province
295,36.5,122.5,0.0,0.0,0.1684,1,1,1.0,0.0,0.0,0.0,fallback:w_province
296,36.5,122.75,0.0,0.0,0.2866,1,1,1.0,0.0,0.0,0.0,fallback:w_province
297,36.25,114.75,1.0,0.0,0.4162,0,0,0.0,0.0,0.0,0.0,fallback:w_province
298,36.25,115.0,1.0,0.0,0.1766,0,0,0.0,0.0,0.0,0.0,fallback:w_province
299,36.25,115.25,1.0,0.0147,0.0,0,1,1.0,0.0147,0.0147,0.0147,fallback:w_province
300,36.25,115.5,1.0,0.7178,0.0,0,1,1.0,0.7178,0.7178,0.7178,fallback:w_province
301,36.25,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
302,36.25,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
303,36.25,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
304,36.25,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
305,36.25,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
306,36.25,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
307,36.25,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
308,36.25,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
309,36.25,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
310,36.25,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
311,36.25,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
312,36.25,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
313,36.25,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
314,36.25,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
315,36.25,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
316,36.25,119.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
317,36.25,119.75,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
318,36.25,120.0,1.0,0.9991,0.0,1,1,1.0,0.9991,0.9991,0.9991,fallback:w_province
319,36.25,120.25,1.0,0.7445,0.0,1,1,1.0,0.7445,0.7445,0.7445,fallback:w_province
320,36.25,120.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
321,36.25,120.75,0.0,0.2792,0.0,1,1,1.0,0.2792,0.2792,0.2792,fallback:w_province
322,36.25,121.0,0.0,0.001,0.0,1,1,1.0,0.001,0.001,0.001,fallback:w_province
323,36.25,121.25,0.0,0.0,0.0137,1,1,1.0,0.0,0.0,0.0,fallback:w_province
324,36.25,121.5,0.0,0.0004,0.0,1,1,1.0,0.0004,0.0004,0.0004,fallback:w_province
325,36.25,121.75,0.0,0.0,0.2284,1,1,1.0,0.0,0.0,0.0,fallback:w_province
326,36.25,122.0,0.0,0.0,0.3974,1,1,1.0,0.0,0.0,0.0,fallback:w_province
327,36.25,122.25,0.0,0.0,0.3737,1,1,1.0,0.0,0.0,0.0,fallback:w_province
328,36.25,122.5,0.0,0.0,0.3909,1,1,1.0,0.0,0.0,0.0,fallback:w_province
329,36.25,122.75,0.0,0.0,0.5215,1,0,0.0,0.0,0.0,0.0,fallback:w_province
330,36.0,114.75,1.0,0.0,0.4633,0,0,0.0,0.0,0.0,0.0,fallback:w_province
331,36.0,115.0,1.0,0.0,0.2134,0,0,0.0,0.0,0.0,0.0,fallback:w_province
332,36.0,115.25,1.0,0.0213,0.0,0,1,1.0,0.0213,0.0213,0.0213,fallback:w_province
333,36.0,115.5,1.0,0.7558,0.0,0,1,1.0,0.7558,0.7558,0.7558,fallback:w_province
334,36.0,115.75,1.0,0.6032,0.0,0,1,1.0,0.6032,0.6032,0.6032,fallback:w_province
335,36.0,116.0,1.0,0.7111,0.0,0,1,1.0,0.7111,0.7111,0.7111,fallback:w_province
336,36.0,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
337,36.0,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
338,36.0,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
339,36.0,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
340,36.0,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
341,36.0,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
342,36.0,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
343,36.0,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
344,36.0,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
345,36.0,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
346,36.0,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
347,36.0,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
348,36.0,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
349,36.0,119.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
350,36.0,119.75,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
351,36.0,120.0,1.0,0.9882,0.0,1,1,1.0,0.9882,0.9882,0.9882,fallback:w_province
352,36.0,120.25,0.0,0.4194,0.0,1,1,1.0,0.4194,0.4194,0.4194,fallback:w_province
353,36.0,120.5,0.0,0.1593,0.0,1,1,1.0,0.1593,0.1593,0.1593,fallback:w_province
354,36.0,120.75,0.0,0.0048,0.0,1,1,1.0,0.0048,0.0048,0.0048,fallback:w_province
355,36.0,121.0,0.0,0.0004,0.0,1,1,1.0,0.0004,0.0004,0.0004,fallback:w_province
356,36.0,121.25,0.0,0.0,0.1409,1,1,1.0,0.0,0.0,0.0,fallback:w_province
357,36.0,121.5,0.0,0.0,0.1392,1,1,1.0,0.0,0.0,0.0,fallback:w_province
358,36.0,121.75,0.0,0.0,0.2674,1,1,1.0,0.0,0.0,0.0,fallback:w_province
359,36.0,122.0,0.0,0.0,0.4982,1,1,1.0,0.0,0.0,0.0,fallback:w_province
360,36.0,122.25,0.0,0.0,0.6237,1,0,0.0,0.0,0.0,0.0,fallback:w_province
361,36.0,122.5,0.0,0.0,0.6342,1,0,0.0,0.0,0.0,0.0,fallback:w_province
362,36.0,122.75,0.0,0.0,0.7225,1,0,0.0,0.0,0.0,0.0,fallback:w_province
363,35.75,114.75,1.0,0.0,0.2997,0,0,0.0,0.0,0.0,0.0,fallback:w_province
364,35.75,115.0,1.0,0.0,0.203,0,0,0.0,0.0,0.0,0.0,fallback:w_province
365,35.75,115.25,1.0,0.0471,0.0,0,1,1.0,0.0471,0.0471,0.0471,fallback:w_province
366,35.75,115.5,1.0,0.3502,0.0,0,1,1.0,0.3502,0.3502,0.3502,fallback:w_province
367,35.75,115.75,1.0,0.7558,0.0,0,1,1.0,0.7558,0.7558,0.7558,fallback:w_province
368,35.75,116.0,1.0,0.9999,0.0,0,1,1.0,0.9999,0.9999,0.9999,fallback:w_province
369,35.75,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
370,35.75,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
371,35.75,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
372,35.75,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
373,35.75,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
374,35.75,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
375,35.75,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
376,35.75,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
377,35.75,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
378,35.75,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
379,35.75,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
380,35.75,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
381,35.75,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
382,35.75,119.5,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,fallback:w_province
383,35.75,119.75,1.0,0.9943,0.0,1,1,1.0,0.9943,0.9943,0.9943,fallback:w_province
384,35.75,120.0,0.0,0.4551,0.0,1,1,1.0,0.4551,0.4551,0.4551,fallback:w_province
385,35.75,120.25,0.0,0.0169,0.0,1,1,1.0,0.0169,0.0169,0.0169,fallback:w_province
386,35.75,120.5,0.0,0.0,0.1194,1,1,1.0,0.0,0.0,0.0,fallback:w_province
387,35.75,120.75,0.0,0.0,0.0134,1,1,1.0,0.0,0.0,0.0,fallback:w_province
388,35.75,121.0,0.0,0.0,0.0134,1,1,1.0,0.0,0.0,0.0,fallback:w_province
389,35.75,121.25,0.0,0.0,0.2372,1,1,1.0,0.0,0.0,0.0,fallback:w_province
390,35.75,121.5,0.0,0.0,0.3892,1,1,1.0,0.0,0.0,0.0,fallback:w_province
391,35.75,121.75,0.0,0.0,0.4512,1,1,1.0,0.0,0.0,0.0,fallback:w_province
392,35.75,122.0,0.0,0.0,0.6167,1,0,0.0,0.0,0.0,0.0,fallback:w_province
393,35.75,122.25,0.0,0.0,0.8258,1,0,0.0,0.0,0.0,0.0,fallback:w_province
394,35.75,122.5,0.0,0.0,0.8812,1,0,0.0,0.0,0.0,0.0,fallback:w_province
395,35.75,122.75,0.0,0.0,0.9468,1,0,0.0,0.0,0.0,0.0,fallback:w_province
396,35.5,114.75,1.0,0.0,0.133,0,0,0.0,0.0,0.0,0.0,fallback:w_province
397,35.5,115.0,1.0,0.0228,0.0,0,1,1.0,0.0228,0.0228,0.0228,fallback:w_province
398,35.5,115.25,1.0,0.3191,0.0,0,1,1.0,0.3191,0.3191,0.3191,fallback:w_province
399,35.5,115.5,1.0,0.9754,0.0,0,1,1.0,0.9754,0.9754,0.9754,fallback:w_province
400,35.5,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
401,35.5,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
402,35.5,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
403,35.5,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
404,35.5,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
405,35.5,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
406,35.5,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
407,35.5,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
408,35.5,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
409,35.5,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
410,35.5,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
411,35.5,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
412,35.5,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
413,35.5,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
414,35.5,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
415,35.5,119.5,1.0,0.952,0.0,1,1,1.0,0.952,0.952,0.952,fallback:w_province
416,35.5,119.75,0.0,0.1281,0.0,1,1,1.0,0.1281,0.1281,0.1281,fallback:w_province
417,35.5,120.0,0.0,0.0021,0.0,1,1,1.0,0.0021,0.0021,0.0021,fallback:w_province
418,35.5,120.25,0.0,0.0,0.1164,1,1,1.0,0.0,0.0,0.0,fallback:w_province
419,35.5,120.5,0.0,0.0,0.2242,1,1,1.0,0.0,0.0,0.0,fallback:w_province
420,35.5,120.75,0.0,0.0,0.2634,1,1,1.0,0.0,0.0,0.0,fallback:w_province
421,35.5,121.0,0.0,0.0,0.2634,1,1,1.0,0.0,0.0,0.0,fallback:w_province
422,35.5,121.25,0.0,0.0,0.3605,1,1,1.0,0.0,0.0,0.0,fallback:w_province
423,35.5,121.5,0.0,0.0,0.5572,1,0,0.0,0.0,0.0,0.0,fallback:w_province
424,35.5,121.75,0.0,0.0,0.6787,1,0,0.0,0.0,0.0,0.0,fallback:w_province
425,35.5,122.0,0.0,0.0,0.7984,1,0,0.0,0.0,0.0,0.0,fallback:w_province
426,35.5,122.25,0.0,0.0,0.969,1,0,0.0,0.0,0.0,0.0,fallback:w_province
427,35.5,122.5,0.0,0.0,1.1295,1,0,0.0,0.0,0.0,0.0,fallback:w_province
428,35.5,122.75,0.0,0.0,1.1814,1,0,0.0,0.0,0.0,0.0,fallback:w_province
429,35.25,114.75,1.0,0.021,0.0,0,1,1.0,0.021,0.021,0.021,fallback:w_province
430,35.25,115.0,1.0,0.7021,0.0,0,1,1.0,0.7021,0.7021,0.7021,fallback:w_province
431,35.25,115.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
432,35.25,115.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
433,35.25,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
434,35.25,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
435,35.25,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
436,35.25,116.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
437,35.25,116.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
438,35.25,117.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
439,35.25,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
440,35.25,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
441,35.25,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
442,35.25,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
443,35.25,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
444,35.25,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
445,35.25,118.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
446,35.25,119.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
447,35.25,119.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
448,35.25,119.5,0.0,0.3199,0.0,1,1,1.0,0.3199,0.3199,0.3199,fallback:w_province
449,35.25,119.75,0.0,0.0,0.036,1,1,1.0,0.0,0.0,0.0,fallback:w_province
450,35.25,120.0,0.0,0.0,0.2197,1,1,1.0,0.0,0.0,0.0,fallback:w_province
451,35.25,120.25,0.0,0.0,0.3298,1,1,1.0,0.0,0.0,0.0,fallback:w_province
452,35.25,120.5,0.0,0.0,0.4179,1,1,1.0,0.0,0.0,0.0,fallback:w_province
453,35.25,120.75,0.0,0.0,0.5134,1,0,0.0,0.0,0.0,0.0,fallback:w_province
454,35.25,121.0,0.0,0.0,0.5134,1,0,0.0,0.0,0.0,0.0,fallback:w_province
455,35.25,121.25,0.0,0.0,0.5709,1,0,0.0,0.0,0.0,0.0,fallback:w_province
456,35.25,121.5,0.0,0.0,0.7136,1,0,0.0,0.0,0.0,0.0,fallback:w_province
457,35.25,121.75,0.0,0.0,0.9026,1,0,0.0,0.0,0.0,0.0,fallback:w_province
458,35.25,122.0,0.0,0.0,1.0097,1,0,0.0,0.0,0.0,0.0,fallback:w_province
459,35.25,122.25,0.0,0.0,1.1494,1,0,0.0,0.0,0.0,0.0,fallback:w_province
460,35.25,122.5,0.0,0.0,1.3221,1,0,0.0,0.0,0.0,0.0,fallback:w_province
461,35.25,122.75,0.0,0.0,1.4213,1,0,0.0,0.0,0.0,0.0,fallback:w_province
462,35.0,114.75,1.0,0.0454,0.0,0,1,1.0,0.0454,0.0454,0.0454,fallback:w_province
463,35.0,115.0,1.0,0.5364,0.0,0,1,1.0,0.5364,0.5364,0.5364,fallback:w_province
464,35.0,115.25,1.0,0.8518,0.0,0,1,1.0,0.8518,0.8518,0.8518,fallback:w_province
465,35.0,115.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
466,35.0,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
467,35.0,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
468,35.0,116.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
469,35.0,116.5,1.0,0.9009,0.0,0,1,1.0,0.9009,0.9009,0.9009,fallback:w_province
470,35.0,116.75,1.0,0.77,0.0,0,1,1.0,0.77,0.77,0.77,fallback:w_province
471,35.0,117.0,1.0,0.9774,0.0,0,1,1.0,0.9774,0.9774,0.9774,fallback:w_province
472,35.0,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
473,35.0,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
474,35.0,117.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
475,35.0,118.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
476,35.0,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
477,35.0,118.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
478,35.0,118.75,1.0,0.934,0.0,0,1,1.0,0.934,0.934,0.934,fallback:w_province
479,35.0,119.0,1.0,0.3018,0.0,0,1,1.0,0.3018,0.3018,0.3018,fallback:w_province
480,35.0,119.25,0.0,0.1016,0.0,0,1,1.0,0.1016,0.1016,0.1016,fallback:w_province
481,35.0,119.5,0.0,0.0227,0.0,1,1,1.0,0.0227,0.0227,0.0227,fallback:w_province
482,35.0,119.75,0.0,0.0,0.1923,1,1,1.0,0.0,0.0,0.0,fallback:w_province
483,35.0,120.0,0.0,0.0,0.3742,1,1,1.0,0.0,0.0,0.0,fallback:w_province
484,35.0,120.25,0.0,0.0,0.5453,1,0,0.0,0.0,0.0,0.0,fallback:w_province
485,35.0,120.5,0.0,0.0,0.6486,1,0,0.0,0.0,0.0,0.0,fallback:w_province
486,35.0,120.75,0.0,0.0,0.7616,1,0,0.0,0.0,0.0,0.0,fallback:w_province
487,35.0,121.0,0.0,0.0,0.7634,1,0,0.0,0.0,0.0,0.0,fallback:w_province
488,35.0,121.25,0.0,0.0,0.8032,1,0,0.0,0.0,0.0,0.0,fallback:w_province
489,35.0,121.5,0.0,0.0,0.9124,1,0,0.0,0.0,0.0,0.0,fallback:w_province
490,35.0,121.75,0.0,0.0,1.067,1,0,0.0,0.0,0.0,0.0,fallback:w_province
491,35.0,122.0,0.0,0.0,1.2355,1,0,0.0,0.0,0.0,0.0,fallback:w_province
492,35.0,122.25,0.0,0.0,1.3521,1,0,0.0,0.0,0.0,0.0,fallback:w_province
493,35.0,122.5,0.0,0.0,1.5016,1,0,0.0,0.0,0.0,0.0,fallback:w_province
494,35.0,122.75,0.0,0.0,1.6642,1,0,0.0,0.0,0.0,0.0,fallback:w_province
495,34.75,114.75,1.0,0.0,0.1057,0,0,0.0,0.0,0.0,0.0,fallback:w_province
496,34.75,115.0,1.0,0.0,0.0889,0,0,0.0,0.0,0.0,0.0,fallback:w_province
497,34.75,115.25,1.0,0.0553,0.0,0,1,1.0,0.0553,0.0553,0.0553,fallback:w_province
498,34.75,115.5,1.0,0.7808,0.0,0,1,1.0,0.7808,0.7808,0.7808,fallback:w_province
499,34.75,115.75,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
500,34.75,116.0,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
501,34.75,116.25,1.0,0.9921,0.0,0,1,1.0,0.9921,0.9921,0.9921,fallback:w_province
502,34.75,116.5,1.0,0.0722,0.0,0,1,1.0,0.0722,0.0722,0.0722,fallback:w_province
503,34.75,116.75,1.0,0.0,0.0359,0,0,0.0,0.0,0.0,0.0,fallback:w_province
504,34.75,117.0,1.0,0.4312,0.0,0,1,1.0,0.4312,0.4312,0.4312,fallback:w_province
505,34.75,117.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
506,34.75,117.5,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
507,34.75,117.75,1.0,0.9705,0.0,0,1,1.0,0.9705,0.9705,0.9705,fallback:w_province
508,34.75,118.0,1.0,0.8753,0.0,0,1,1.0,0.8753,0.8753,0.8753,fallback:w_province
509,34.75,118.25,1.0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,fallback:w_province
510,34.75,118.5,1.0,0.8184,0.0,0,1,1.0,0.8184,0.8184,0.8184,fallback:w_province
511,34.75,118.75,1.0,0.4134,0.0,0,1,1.0,0.4134,0.4134,0.4134,fallback:w_province
512,34.75,119.0,1.0,0.0,0.0576,0,0,0.0,0.0,0.0,0.0,fallback:w_province
513,34.75,119.25,0.0,0.0,0.1803,0,0,0.0,0.0,0.0,0.0,fallback:w_province
514,34.75,119.5,0.0,0.0,0.1953,0,0,0.0,0.0,0.0,0.0,fallback:w_province
515,34.75,119.75,0.0,0.0,0.3049,0,0,0.0,0.0,0.0,0.0,fallback:w_province
516,34.75,120.0,0.0,0.0,0.5018,0,0,0.0,0.0,0.0,0.0,fallback:w_province
517,34.75,120.25,0.0,0.0,0.7224,0,0,0.0,0.0,0.0,0.0,fallback:w_province
518,34.75,120.5,0.0,0.0,0.8852,0,0,0.0,0.0,0.0,0.0,fallback:w_province
519,34.75,120.75,0.0,0.0,0.9769,0,0,0.0,0.0,0.0,0.0,fallback:w_province
520,34.75,121.0,0.0,0.0,1.0134,0,0,0.0,0.0,0.0,0.0,fallback:w_province
521,34.75,121.25,0.0,0.0,1.0437,0,0,0.0,0.0,0.0,0.0,fallback:w_province
522,34.75,121.5,0.0,0.0,1.1299,0,0,0.0,0.0,0.0,0.0,fallback:w_province
523,34.75,121.75,0.0,0.0,1.2598,0,0,0.0,0.0,0.0,0.0,fallback:w_province
524,34.75,122.0,0.0,0.0,1.4204,0,0,0.0,0.0,0.0,0.0,fallback:w_province
525,34.75,122.25,0.0,0.0,1.5685,0,0,0.0,0.0,0.0,0.0,fallback:w_province
526,34.75,122.5,0.0,0.0,1.6991,0,0,0.0,0.0,0.0,0.0,fallback:w_province
527,34.75,122.75,0.0,0.0,1.8544,0,0,0.0,0.0,0.0,0.0,fallback:w_province
528,34.5,114.75,1.0,0.0,0.3472,0,0,0.0,0.0,0.0,0.0,fallback:w_province
529,34.5,115.0,1.0,0.0,0.2544,0,0,0.0,0.0,0.0,0.0,fallback:w_province
530,34.5,115.25,1.0,0.0,0.0855,0,0,0.0,0.0,0.0,0.0,fallback:w_province
531,34.5,115.5,1.0,0.1042,0.0,0,1,1.0,0.1042,0.1042,0.1042,fallback:w_province
532,34.5,115.75,1.0,0.2017,0.0,0,1,1.0,0.2017,0.2017,0.2017,fallback:w_province
533,34.5,116.0,1.0,0.13,0.0,0,1,1.0,0.13,0.13,0.13,fallback:w_province
534,34.5,116.25,1.0,0.1634,0.0,0,1,1.0,0.1634,0.1634,0.1634,fallback:w_province
535,34.5,116.5,1.0,0.0,0.0087,0,0,0.0,0.0,0.0,0.0,fallback:w_province
