id,latitude,longitude,count,capacity_mw,iso3,landscape_area_km2
26273,36.084452,118.801336,4,,CHN,3.64479960565925
26274,35.573248,117.245651,10,17.9414722281571,CHN,9.21388359315395
26275,35.561145,117.270822,3,,CHN,3.6018522756319
26276,35.563359,117.293925,2,,CHN,2.47446243985248
26277,35.5542,117.303716,8,13.9750513148755,CHN,6.29473720215464
26278,35.547813,117.326805,2,,CHN,2.54537825251746
26282,37.044049,119.577572,7,10.7823091476595,CHN,7.02632258195162
26308,35.930249,119.74712,2,,CHN,3.16316872353744
26309,35.944367,119.735942,3,,CHN,3.94124555736613
26483,36.998041,119.582633,5,6.62934147869532,CHN,5.13102732061537
26484,36.990338,119.57165,4,,CHN,4.57885419379979
26485,36.974804,119.570109,15,29.6771327507218,CHN,13.2870987580881
26619,37.150475,118.933025,13,,CHN,10.9503046830066
26628,35.968082,119.807939,8,13.3229774158358,CHN,7.50939808197689
26656,36.294439,116.516415,5,6.5153088624032,CHN,5.23020326733923
26663,35.044001,117.805291,5,6.85783273958325,CHN,4.9356893583374
26664,35.059985,117.796192,3,,CHN,3.49333727696657
26821,37.892059,117.483095,3,,CHN,4.12539431376934
26840,35.035841,117.76453,8,13.4578256360286,CHN,7.29701856287062
26841,35.049542,117.761808,2,,CHN,2.90632161952019
26928,36.20758,116.458412,2,,CHN,3.21630782455945
26929,36.219715,116.472391,2,,CHN,2.5366766878069
26946,35.023274,117.524017,6,9.2905945497634,CHN,5.4070724656229
26947,35.04269,117.567102,4,,CHN,4.71457173318481
26948,35.022969,117.596488,5,5.9785694254299,CHN,5.71778069941521
26949,34.991962,117.564785,2,,CHN,3.03213586005831
26950,35.019692,117.557564,4,,CHN,4.51440646170473
26951,35.008965,117.537526,3,,CHN,4.11553714557743
26952,34.996222,117.511022,6,9.30159166148044,CHN,5.39538193786502
26953,35.029477,117.490335,5,7.10445391658645,CHN,4.72854399826038
26954,35.021281,117.461169,8,13.9287436554361,CHN,6.41150244860601
26955,35.009372,117.454718,2,,CHN,2.81987279176712
26956,35.002192,117.457732,2,,CHN,2.48493431310833
26957,34.999897,117.430836,7,10.7845525435452,CHN,7.02357554458761
26958,35.009398,117.420117,2,,CHN,3.23502138621044
26959,34.976266,117.443733,5,6.458403899047,CHN,5.2801878283934
26961,36.104983,118.031301,4,,CHN,4.58049789787483
26962,36.144125,117.992715,2,,CHN,2.56027488679028
27145,35.898948,119.790088,5,7.75166353893562,CHN,4.18662341547668
27146,35.911132,119.803822,5,7.4802524524779,CHN,4.41560465011024
27147,35.903307,119.761394,5,7.29589546717412,CHN,4.56913543118
27187,34.499261,119.621786,2,,CHN,3.09384635196781
27254,34.465308,117.423233,9,15.9979259284565,CHN,7.52610988662719
27258,34.459891,117.393846,5,6.85987334428734,CHN,4.93396204731798
27259,34.45532,117.37105,2,,CHN,2.71118003768086
27260,34.446764,117.356188,3,,CHN,3.63339116804767
27261,34.436701,117.368041,5,,CHN,4.94460638176203
27262,34.427686,117.348813,2,,CHN,2.7451034031074
27263,34.412623,117.327921,3,,CHN,3.34685146738076
27264,34.461038,117.345047,2,,CHN,2.57853955378294
27265,34.465761,117.336368,2,,CHN,2.6150941383214
27266,34.477905,117.332795,2,,CHN,2.53359988770294
27267,34.497828,117.334783,6,8.94257507752501,CHN,5.7706644693346
27268,34.486801,117.299277,3,,CHN,3.6218043418622
27269,34.474372,117.296881,2,,CHN,2.923196124681
27270,34.459879,117.28918,8,14.0264040640134,CHN,6.14720744559288
27271,34.461694,117.31302,6,9.8190768119755,CHN,4.80996688590145
27272,34.502701,117.286792,7,11.4714462012738,CHN,6.14485144510364
27273,34.513657,117.284592,3,,CHN,2.99616486285162
27274,34.474582,117.507809,2,,CHN,2.56647148970772
27275,34.47126,117.521325,3,,CHN,3.14001060073829
27276,34.452211,117.226452,2,,CHN,2.75012710574564
27316,37.17066,119.105383,4,,CHN,5.05048431757736
27317,37.155832,119.122565,6,8.60521587533382,CHN,6.11870563767928
27426,36.446415,118.793907,3,,CHN,3.28662958970025
27427,35.931832,119.043122,6,8.42181981978217,CHN,6.30885429849815
27428,35.943573,119.032289,2,,CHN,2.95452538315272
27429,35.927092,119.011604,3,,CHN,4.01490721130466
27430,35.914904,119.012995,3,,CHN,3.71903923794866
27433,37.574863,117.323197,4,,CHN,4.64230761923814
27459,38.382915,117.215018,2,,CHN,2.6559594934814
27460,38.308921,117.179483,25,51.3608626247103,CHN,31.3471715828066
27461,38.497101,117.16907,17,34.1181829955046,CHN,16.9546835376227
27470,38.25161,117.538049,8,12.3679266657762,CHN,8.87931308259547
27471,38.243958,117.576966,4,,CHN,5.06561125276518
27472,38.222329,117.525361,5,6.1470691863519,CHN,5.56048137924266
27473,38.227654,117.574021,2,,CHN,3.15618189891815
27474,38.312535,117.278024,7,10.5825623323261,CHN,7.26985094185472
27477,38.29118,117.373731,3,,CHN,3.85836715448713
27478,38.284308,117.349437,3,,CHN,3.57740662716183
27479,38.291611,117.286414,16,31.2824384833376,CHN,18.0256967125702
27480,38.261298,117.213765,14,25.3306248937994,CHN,18.6943747744634
27481,38.233169,117.228334,3,,CHN,4.13217386359405
27482,38.174264,117.090993,5,6.69588033785259,CHN,5.07371407115745
27483,38.199026,117.101556,7,11.3373200073393,CHN,6.32594750268459
27484,38.191978,117.078804,2,,CHN,2.93448409050965
27485,38.176929,117.043394,2,,CHN,2.62629113345075
27486,34.962302,117.567229,4,,CHN,5.13467803313541
27487,34.97521,117.526227,16,31.9665887950382,CHN,14.5003529769144
27488,35.04804,117.456094,2,,CHN,2.7416850200808
27489,34.970999,117.492028,3,,CHN,3.29451247737932
27490,35.033867,117.428646,3,,CHN,3.8601427427578
27491,35.054324,117.415642,2,,CHN,3.18908338539696
27492,35.065395,117.432892,4,,CHN,4.33613064559102
27493,35.078542,117.506579,2,,CHN,3.24320714355254
27494,35.099566,117.501212,2,,CHN,2.91446088129997
27495,38.073343,117.463108,8,13.2146265587373,CHN,7.67414045592546
27496,38.006373,117.295436,3,,CHN,3.62798766314745
27509,36.353311,117.830146,10,17.8525794418667,CHN,9.41787629643345
27510,36.340375,117.838622,3,,CHN,2.95493315286595
27511,36.470914,117.95825,15,29.4947772592929,CHN,11.273952768703
27512,36.470466,117.994459,2,,CHN,2.62275789108181
27513,36.479736,118.00432,2,,CHN,2.41539215750742
27514,36.488023,117.989816,4,,CHN,4.4242748837328
27515,36.487447,117.969429,3,,CHN,3.11277524588589
27516,36.508748,118.040844,7,11.9864800008665,CHN,5.29994804453611
27517,36.511695,118.022894,4,,CHN,4.45190755713057
27518,36.563741,118.047739,7,9.78566738452547,CHN,8.24548598752212
27519,36.548654,118.024974,9,14.6302548849916,CHN,10.0138280697229
27520,36.542581,118.007114,3,,CHN,3.82019848624659
27521,36.449078,117.990691,5,8.10939624293555,CHN,3.8684546436187
27542,36.190098,116.440608,3,,CHN,3.70860929999447
27543,36.238084,116.484633,4,,CHN,4.23060563701642
27544,36.249938,116.505626,4,,CHN,4.69568170650387
27545,36.370901,116.631062,6,9.02222010751065,CHN,5.68822470941687
27546,36.374023,116.657905,14,26.5865644800929,CHN,9.04679851747703
27547,36.366114,116.675002,5,7.29119533302246,CHN,4.57304433037519
27548,36.149581,116.372294,7,10.263748814697,CHN,7.65724393254568
27549,36.154213,116.390046,2,,CHN,3.10437489893556
27550,36.148139,116.34186,8,12.4993584129725,CHN,8.69663732954979
27551,36.126209,116.336877,7,10.65470170391,CHN,7.18209399775207
27552,36.142082,116.300567,6,9.10332388613408,CHN,5.60392519021416
27707,37.57059,117.366403,3,,CHN,3.72921066396493
27708,37.573214,117.39437,5,6.63181213454038,CHN,5.12889223267922
27709,37.574222,117.427818,4,,CHN,4.70718995447588
27710,37.574019,117.488809,2,,CHN,2.73824935507753
27711,37.570623,117.515543,2,,CHN,2.62777206760895
27712,37.570067,117.531926,2,,CHN,2.78911113724506
27713,37.877436,117.488602,6,8.37144451146704,CHN,6.3613720281024
27714,37.874354,117.458985,2,,CHN,3.17965529261303
27715,37.859195,117.454611,6,8.15060813440497,CHN,6.59365282789898
27716,37.840697,117.461476,4,,CHN,4.40142413116622
27717,37.845068,117.504212,6,8.61609920943529,CHN,6.10746106227028
27718,37.854039,117.486159,5,5.4176922076386,CHN,6.27783172568989
