latitude,longitude,capacity_mw,capacity_std_mw,hub_height_m,class,first_operating_quarter,water_depth_m,nation
34.477835,120.106865,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-12.0,China
34.495442,120.095725,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q1,-11.0,China
34.513588,119.994216,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-12.0,China
34.510983,120.000414,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q3,-12.0,China
34.507928,120.007421,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q4,-12.0,China
34.504694,120.014967,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-12.0,China
34.504604,120.044971,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q3,-12.0,China
34.494903,120.037604,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-12.0,China
34.498137,120.030059,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2020Q1,-12.0,China
34.509994,120.032394,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2021Q1,-12.0,China
34.50721,120.038682,,,,sub,,,China
34.491669,120.04515,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q4,-12.0,China
34.497777,120.090425,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2021Q1,-11.0,China
34.472355,120.090066,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2016Q4,-12.0,China
34.516732,119.986939,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q4,-11.0,China
34.515474,120.019818,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2018Q3,-12.0,China
34.50146,120.022513,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-12.0,China
34.516193,120.047935,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2017Q3,-11.0,China
34.466785,120.102912,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2016Q4,-12.0,China
34.469211,120.097253,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2016Q4,-12.0,China
34.537123,119.999157,7.783991210779204,0.6018687276927631,119.85408813697371,owt,Y2016Q4,-12.0,China
34.524098,119.984694,,,,sub,,,China
34.524727,120.320035,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2017Q4,-13.0,China
34.524727,120.328299,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-13.0,China
34.524727,120.304584,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-13.0,China
34.53883,120.325784,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
34.524906,120.31168,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-13.0,China
34.524727,120.336654,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-13.0,China
34.53874,120.33315,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
34.524906,120.297487,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-13.0,China
34.390698,120.203523,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2017Q3,-12.0,China
34.386476,120.197864,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2018Q2,-12.0,China
34.394651,120.209183,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2020Q2,-11.0,China
34.383691,120.214034,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2017Q1,-12.0,China
34.379379,120.208464,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2016Q4,-12.0,China
34.387644,120.219783,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2020Q2,-12.0,China
34.394741,120.184748,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2016Q4,-12.0,China
34.399142,120.190408,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2020Q4,-12.0,China
34.399322,120.214842,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2018Q1,-11.0,China
34.396807,120.230652,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2017Q2,-11.0,China
34.538561,120.377527,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.538561,120.384354,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.538651,120.370161,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.524727,120.347074,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-14.0,China
34.538561,120.362795,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q3,-15.0,China
34.524637,120.357494,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
34.524727,120.367825,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
34.53874,120.347972,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
34.53874,120.355339,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-14.0,China
