unique_id,latitude,longitude,capacity_mw,install_date,iso_3166_2,area_m2
27330,34.732982,119.171267,0.2511591847823452,2017-05-12,CN-32,2693.956387030278
27333,36.294698,114.945679,2.0642360181503436,2017-10-20,CN-13,23804.103050437927
27336,37.142273,115.087724,4.329478168374487,2017-11-14,CN-13,49946.77305253937
27351,37.934164,116.271771,1.3321484630404177,2017-10-05,CN-13,15411.460102436818
27355,34.402134,117.401651,3.4103845449909698,2016-12-06,CN-32,39442.653225383016
27382,38.037948,117.399256,2.3305570868870835,2016-06-09,CN-13,27008.738165164883
27402,36.236631,115.379327,8.114973661206724,2018-06-27,CN-13,105193.55977345565
27469,38.209433,115.624112,5.875529819868457,2017-07-07,CN-13,67909.26228635621
27476,37.167704,115.113499,0.41700980606800486,2017-10-30,CN-13,4448.829945964687
27479,38.107003,117.650896,0.7743078443242095,2017-11-11,CN-13,8306.89633214703
27484,38.07526,117.547876,0.30617808190172047,2017-11-11,CN-13,3283.377930116793
27502,37.350915,114.997385,0.6554456612833548,2018-10-05,CN-13,6986.075066815347
27513,38.094021,116.991509,0.5461441187365965,2017-08-03,CN-13,5850.376186374241
27514,37.311955,115.072137,1.1822037298951846,2017-10-30,CN-13,13637.313011442968
27523,38.102863,115.936188,12.672785447483237,2018-06-12,CN-13,164533.0958609513
27722,34.327539,116.077972,0.77620703113587,2017-12-26,CN-41,8286.024666423595
27728,34.667541,115.258186,0.2758602376238575,2018-02-22,CN-41,2944.9192962909624
27734,34.665847,115.256631,0.165380437537588,2018-02-22,CN-41,1765.0558446958057
27737,34.667634,115.260025,0.8792726109578186,2018-02-22,CN-41,10152.928581013632
27756,35.482397,115.152703,0.7761886344463363,"2018-10-02,2018-03-24,2017-03-26",CN-41,8284.80874212052
27761,35.454198,115.022809,0.40965646418838064,"2018-10-02,2018-03-24,2017-03-26",CN-41,4369.643852686316
27768,35.633059,115.241393,0.4243741991752038,2018-10-02,CN-41,4529.35674748766
27777,35.633339,115.239225,0.721846079076718,2018-10-02,CN-41,7703.873206052383
27783,35.651262,115.049972,0.18827747591837302,2018-10-02,CN-41,2007.9452126367416
27791,35.661854,115.422924,0.929949093816331,"2018-06-12,2017-11-14",CN-41,9930.383914969883
27792,34.539443,115.915107,16.6744973843405,2018-06-14,CN-41,216096.70939367678
27797,35.689646,115.417314,3.2134263802582064,2018-01-05,CN-41,37111.64079062805
27802,34.54206,115.923747,33.12491677467211,2018-06-14,CN-41,429289.43217613886
27813,35.42678,115.047085,1.1535623191886357,"2017-10-20,2016-08-28",CN-41,13313.501697587059
27820,35.523974,115.214091,1.1325696309564126,"2018-09-07,2018-10-02",CN-41,13077.360391837583
27846,34.561299,115.249861,0.16876325542708495,<2016-06,CN-41,1799.7209415980146
27988,36.978662,121.311034,0.598130172838986,2017-01-02,CN-37,6462.368339941281
27990,36.124303,118.974475,0.5066462809722568,2017-07-11,CN-37,5459.5539691989425
27992,37.814072,118.190775,4.099209057757298,"2017-07-11,2016-12-06",CN-37,47514.82537905259
27994,36.12307,118.975168,0.7460602458926054,2017-07-11,CN-37,8031.29933512389
27995,37.827595,118.162548,0.06125859478496859,"2017-07-11,2016-12-06",CN-37,572.1442885932099
27996,36.124227,118.979179,0.14956109400475764,2017-07-11,CN-37,1610.017316233894
27998,36.120512,118.9766,2.29669192396334,2017-07-11,CN-37,26742.262732747833
28004,36.980269,121.312658,8.14219261547148,2017-01-02,CN-37,95152.64462852172
28008,36.170051,119.054837,2.36169425451428,2017-06-21,CN-37,27482.38827600505
28009,36.056187,117.551254,0.47354846243095144,2016-09-17,CN-37,5086.064852279308
28012,37.827088,118.171276,0.44650313273646597,"2017-07-11,2016-12-06",CN-37,4787.884204864654
28013,37.828934,118.166904,16.99877249044651,"2017-07-11,2016-12-06",CN-37,221402.16985418668
28014,34.666372,115.902698,10.937846846288988,"2017-09-22,2017-05-25",CN-37,141800.82477769276
28015,35.018858,117.35856,3.636607619898431,2018-06-14,CN-37,42142.02540990458
28020,36.133099,118.219653,2.4926937023497477,2017-09-07,CN-37,29109.28500423717
