latitude,longitude,installation_year,sea_name,water_depth_m,distance_to_shore_km
34.282549,120.709573,2020,Yellow Sea,-17.04,45.3
34.282314,120.740361,2020,Yellow Sea,-17.01,48.72
34.282283,120.764999,2020,Yellow Sea,-16.97,51.46
34.282295,120.715824,2020,Yellow Sea,-17.03,46
34.282358,120.734239,2020,Yellow Sea,-17.02,48.04
34.282205,120.746576,2020,Yellow Sea,-17,49.41
34.282295,120.771452,2020,Yellow Sea,-16.96,52.18
34.282201,120.752737,2020,Yellow Sea,-16.99,50.1
34.28242,120.758851,2020,Yellow Sea,-16.98,50.78
34.282033,120.77733,2020,Yellow Sea,-16.96,52.83
34.280884,120.548626,2020,Yellow Sea,-15.26,27.48
34.279456,120.595556,2020,Yellow Sea,-17.14,32.69
34.278034,120.497628,2020,Yellow Sea,-15.43,21.92
34.277021,120.554648,2020,Yellow Sea,-15.24,28.21
34.275481,120.601976,2020,Yellow Sea,-17.14,33.47
34.274886,120.580578,2020,Yellow Sea,-16.17,31.11
34.27152,120.508228,2020,Yellow Sea,-15.4,23.24
34.27137,120.60848,2020,Yellow Sea,-17.14,34.26
34.269933,120.56656,2020,Yellow Sea,-15.18,29.67
34.269675,120.491448,2020,Yellow Sea,-15.45,21.47
34.267758,120.614729,2020,Yellow Sea,-17.13,35.01
34.266787,120.57243,2020,Yellow Sea,-15.18,30.38
34.266668,120.496607,2020,Yellow Sea,-15.44,22.12
34.265227,120.518793,2020,Yellow Sea,-16.38,24.57
34.263833,120.621279,2020,Yellow Sea,-17.13,35.81
34.263522,120.501871,2020,Yellow Sea,-15.42,22.8
34.262914,120.578431,2020,Yellow Sea,-15.17,31.14
34.262141,120.524034,2020,Yellow Sea,-16.37,25.23
34.260171,120.627575,2020,Yellow Sea,-16.13,36.59
34.25919,120.529245,2020,Yellow Sea,-16.36,25.89
34.259064,120.584496,2020,Yellow Sea,-15.16,31.9
34.257886,120.609176,2020,Yellow Sea,-15.14,34.62
34.255902,120.534588,2020,Yellow Sea,-16.2,26.58
34.255796,120.590389,2020,Yellow Sea,-15.16,32.63
34.254041,120.517567,2020,Yellow Sea,-15.52,24.82
34.253398,120.616375,2020,Yellow Sea,-15.14,35.53
34.252263,120.596285,2020,Yellow Sea,-15.15,33.37
34.252284,120.640469,2020,Yellow Sea,-15.12,38.19
34.250961,120.522727,2020,Yellow Sea,-16.37,25.49
34.319217,120.624942,2020,Yellow Sea,-16.11,35.82
34.319213,120.630805,2020,Yellow Sea,-16.1,36.47
34.31915,120.642572,2020,Yellow Sea,-16.08,37.78
34.31871,120.666216,2020,Yellow Sea,-16.03,40.4
34.318706,120.71912,2020,Yellow Sea,-16.99,46.29
34.318585,120.683885,2020,Yellow Sea,-16.01,42.37
34.306254,120.550617,2020,Yellow Sea,-15.28,27.5
34.300754,120.537721,2020,Yellow Sea,-16.32,26.07
34.298431,120.563543,2020,Yellow Sea,-15.2,28.95
34.295103,120.524752,2020,Yellow Sea,-16.36,24.66
34.294977,120.632778,2020,Yellow Sea,-15.12,36.67
34.294475,120.687867,2020,Yellow Sea,-17.04,42.8
34.291713,120.530689,2020,Yellow Sea,-15.36,25.35
34.290771,120.576317,2020,Yellow Sea,-15.32,30.43
34.287883,120.536696,2020,Yellow Sea,-15.32,26.06
34.283425,120.566351,2020,Yellow Sea,-15.18,29.4
34.283052,120.589188,2020,Yellow Sea,-17.16,31.94
34.282797,120.678799,2020,Yellow Sea,-17.06,41.88
34.282546,120.685015,2020,Yellow Sea,-17.06,42.57
34.282512,120.727989,2020,Yellow Sea,-17.02,47.35
34.282358,120.721933,2020,Yellow Sea,-17.03,46.68
34.279156,120.573509,2020,Yellow Sea,-16.17,30.26
34.274698,120.502938,2020,Yellow Sea,-15.41,22.58
34.273091,120.560701,2020,Yellow Sea,-15.2,28.96
34.272805,120.486083,2020,Yellow Sea,-15.47,20.8
34.268545,120.513486,2020,Yellow Sea,-15.4,23.9
34.266222,120.594981,2020,Yellow Sea,-16.14,32.87
34.260575,120.507065,2020,Yellow Sea,-15.4,23.46
34.257147,120.512327,2020,Yellow Sea,-15.53,24.14
34.256298,120.634017,2020,Yellow Sea,-16.13,37.38
34.252732,120.539811,2020,Yellow Sea,-15.3,27.25
34.538898,120.340513,2020,Yellow Sea,-13.78,30.09
34.538843,120.37003,2020,Yellow Sea,-13.7,31.07
34.538714,120.377475,2020,Yellow Sea,-13.68,31.35
34.538804,120.3843,2020,Yellow Sea,-13.68,31.65
34.538819,120.325766,2020,Yellow Sea,-12.81,29.72
34.538802,120.355304,2020,Yellow Sea,-13.74,30.53
34.537451,120.392616,2020,Yellow Sea,-13.66,31.86
34.534833,120.408232,2020,Yellow Sea,-13.64,32.31
34.53369,120.415738,2020,Yellow Sea,-13.62,32.58
34.525085,120.30451,2020,Yellow Sea,-11.97,27.5
34.52496,120.29041,2020,Yellow Sea,-11.84,27.31
34.525031,120.297469,2020,Yellow Sea,-11.84,27.4
34.52492,120.311661,2020,Yellow Sea,-12.82,27.59
34.524819,120.328303,2020,Yellow Sea,-12.81,27.92
34.524827,120.411439,2020,Yellow Sea,-13.62,31.3
34.524633,120.453077,2020,Yellow Sea,-15.57,33.8
34.524771,120.347011,2020,Yellow Sea,-13.76,28.45
34.524656,120.367857,2020,Yellow Sea,-13.7,29.19
34.524715,120.378194,2020,Yellow Sea,-13.68,29.64
34.524646,120.38656,2020,Yellow Sea,-13.66,30.01
34.524583,120.394893,2020,Yellow Sea,-12.64,30.4
34.524708,120.419811,2020,Yellow Sea,-13.62,31.75
34.52452,120.428161,2020,Yellow Sea,-13.61,32.22
34.524583,120.436449,2020,Yellow Sea,-14.6,32.73
34.524478,120.46014,2020,Yellow Sea,-15.57,34.26
34.524325,120.444852,2020,Yellow Sea,-14.58,33.23
34.524365,120.467283,2020,Yellow Sea,-15.56,34.66
34.524272,120.47438,2020,Yellow Sea,-15.55,35.07
34.522269,120.275686,2020,Yellow Sea,-11.87,26.32
34.511084,120.280852,2020,Yellow Sea,-13.73,25.16
34.510833,120.259206,2020,Yellow Sea,-13.92,24.22
34.510833,120.252111,2020,Yellow Sea,-13.93,23.97
34.510781,120.288453,2020,Yellow Sea,-12.86,25.4
34.510726,120.311123,2020,Yellow Sea,-12.82,25.69
34.51077,120.318664,2020,Yellow Sea,-12.82,25.84
34.510802,120.266262,2020,Yellow Sea,-13.9,24.49
34.510645,120.303595,2020,Yellow Sea,-12.83,25.55
34.510605,120.356443,2020,Yellow Sea,-13.72,26.97
34.510418,120.423958,2020,Yellow Sea,-13.6,30.37
34.510592,120.348896,2020,Yellow Sea,-13.74,26.69
34.510621,120.363962,2020,Yellow Sea,-13.7,27.27
34.5105,120.401757,2020,Yellow Sea,-13.63,29.08
34.510454,120.438074,2020,Yellow Sea,-14.59,31.27
34.510506,120.445123,2020,Yellow Sea,-14.58,31.74
34.510526,120.296082,2020,Yellow Sea,-12.84,25.44
34.510456,120.409325,2020,Yellow Sea,-13.62,29.5
34.510157,120.459345,2020,Yellow Sea,-14.7,32.56
34.510148,120.452242,2020,Yellow Sea,-14.56,32.15
34.483584,120.294115,2020,Yellow Sea,-13.82,21.79
34.483898,120.301745,2020,Yellow Sea,-13.81,21.94
34.48363,120.38679,2020,Yellow Sea,-14.64,25.11
34.483772,120.286329,2020,Yellow Sea,-13.84,21.74
34.483618,120.325009,2020,Yellow Sea,-12.92,22.43
34.483642,120.363602,2020,Yellow Sea,-13.69,23.91
34.483636,120.402225,2020,Yellow Sea,-13.62,26.02
34.483642,120.409938,2020,Yellow Sea,-13.61,26.5
34.483647,120.317282,2020,Yellow Sea,-13.64,22.23
34.48357,120.348143,2020,Yellow Sea,-13.72,23.22
34.483409,120.340503,2020,Yellow Sea,-13.74,22.91
34.483468,120.371373,2020,Yellow Sea,-13.67,24.26
34.483459,120.379101,2020,Yellow Sea,-13.66,24.66
34.483305,120.35593,2020,Yellow Sea,-13.71,23.52
34.46896,120.314111,2020,Yellow Sea,-13.77,20.22
34.469087,120.32219,2020,Yellow Sea,-13.76,20.46
34.46895,120.346525,2020,Yellow Sea,-14.72,21.33
34.468901,120.338429,2020,Yellow Sea,-13.74,20.99
34.468889,120.378928,2020,Yellow Sea,-14.65,22.95
34.468767,120.394131,2020,Yellow Sea,-14.62,23.85
34.453434,120.343371,2020,Yellow Sea,-14.87,19.26
34.453259,120.350056,2020,Yellow Sea,-15.71,19.56
34.453095,120.369948,2020,Yellow Sea,-15.67,20.6
34.539212,120.347859,2020,Yellow Sea,-13.76,30.35
34.538772,120.362676,2020,Yellow Sea,-13.72,30.79
34.535947,120.400598,2020,Yellow Sea,-13.64,32.06
34.524931,120.283345,2020,Yellow Sea,-11.86,26.98
34.524902,120.336606,2020,Yellow Sea,-12.93,28.15
34.524897,120.357402,2020,Yellow Sea,-13.72,28.82
34.524809,120.319982,2020,Yellow Sea,-12.82,27.73
34.524708,120.403172,2020,Yellow Sea,-12.78,30.84
34.511084,120.386534,2020,Yellow Sea,-12.79,28.36
34.51077,120.273396,2020,Yellow Sea,-13.88,24.79
34.510645,120.333795,2020,Yellow Sea,-13.8,26.21
34.510616,120.341358,2020,Yellow Sea,-13.77,26.44
34.510645,120.371512,2020,Yellow Sea,-13.68,27.6
34.510582,120.37909,2020,Yellow Sea,-13.67,27.93
34.510745,120.416797,2020,Yellow Sea,-13.61,29.97
34.510326,120.431037,2020,Yellow Sea,-13.74,30.8
34.510017,120.39432,2020,Yellow Sea,-13.63,28.63
34.483459,120.417048,2020,Yellow Sea,-13.75,26.94
34.483333,120.394571,2020,Yellow Sea,-13.62,25.52
34.469018,120.387037,2020,Yellow Sea,-14.64,23.44
34.468892,120.35464,2020,Yellow Sea,-14.7,21.68
34.468771,120.362751,2020,Yellow Sea,-14.68,22.06
34.468637,120.370888,2020,Yellow Sea,-14.67,22.47
34.45378,120.356571,2020,Yellow Sea,-15.69,19.95
34.453259,120.363304,2020,Yellow Sea,-15.68,20.25
34.529164,119.987859,2020,Yellow Sea,-10.31,12.45
34.529041,120.017923,2020,Yellow Sea,-7.26,13.76
34.526207,120.024727,2020,Yellow Sea,-7.26,13.64
34.523261,120.031475,2020,Yellow Sea,-6.24,13.36
34.519183,119.981256,2020,Yellow Sea,-10.32,10.92
34.51843,120.042627,2020,Yellow Sea,-6.34,13.02
34.515385,120.019845,2020,Yellow Sea,-9.11,12.09
34.513622,119.994145,2020,Yellow Sea,-11.29,10.94
34.511524,120.058607,2020,Yellow Sea,-7.13,12.79
34.510927,120.000429,2020,Yellow Sea,-10.28,10.88
34.508008,120.007375,2020,Yellow Sea,-10.27,10.7
34.50738,120.038675,2020,Yellow Sea,-7.21,11.46
34.500162,120.085089,2020,Yellow Sea,-8.09,13.01
34.493237,120.101034,2020,Yellow Sea,-9.07,13.16
34.485496,120.11909,2020,Yellow Sea,-8.06,13.18
34.485279,120.060147,2020,Yellow Sea,-8.15,9.8
34.482133,120.067628,2020,Yellow Sea,-8.13,9.91
34.47799,120.106816,2020,Yellow Sea,-7.08,11.6
34.475736,120.082717,2020,Yellow Sea,-7.11,10.11
34.531933,120.011154,2020,Yellow Sea,-7.27,13.93
34.52609,119.995588,2020,Yellow Sea,-10.29,12.47
34.521004,120.007186,2020,Yellow Sea,-11.13,12.39
34.520874,120.037275,2020,Yellow Sea,-6.22,13.18
34.516731,119.986894,2020,Yellow Sea,-10.31,10.9
34.516358,120.047871,2020,Yellow Sea,-6.32,12.94
34.513847,120.053271,2020,Yellow Sea,-7.29,12.83
34.510205,120.0323,2020,Yellow Sea,-7.23,11.65
34.509389,120.063819,2020,Yellow Sea,-7.26,12.8
34.506877,120.069218,2020,Yellow Sea,-7.24,12.8
34.505182,120.074366,2020,Yellow Sea,-8.1,12.92
34.504772,120.014943,2020,Yellow Sea,-10.25,10.56
34.504646,120.044954,2020,Yellow Sea,-7.18,11.34
34.501415,120.022506,2020,Yellow Sea,-10.25,10.28
34.499285,120.05749,2020,Yellow Sea,-6.13,11.26
34.49828,120.02999,2020,Yellow Sea,-9.23,10.03
34.497836,120.090439,2020,Yellow Sea,-8.08,13.08
34.495635,120.095764,2020,Yellow Sea,-8.22,13.15
34.494885,120.037574,2020,Yellow Sea,-10.21,9.82
34.494011,120.07002,2020,Yellow Sea,-7.11,11.39
34.491746,120.045109,2020,Yellow Sea,-10.19,9.73
34.490993,120.106387,2020,Yellow Sea,-8.07,13.13
34.488858,120.111221,2020,Yellow Sea,-8.06,13.13
34.488544,120.082591,2020,Yellow Sea,-8.1,11.55
34.488448,120.052614,2020,Yellow Sea,-9.01,9.72
34.487138,120.115554,2020,Yellow Sea,-8.06,13.16
34.482956,120.095211,2020,Yellow Sea,-7.08,11.63
34.47875,120.075245,2020,Yellow Sea,-8.12,9.99
34.475137,120.113515,2020,Yellow Sea,-6.22,11.67
34.47257,120.089982,2020,Yellow Sea,-6.1,10.11
34.469332,120.09722,2020,Yellow Sea,-6.95,10.07
34.467013,120.102821,2020,Yellow Sea,-6.08,10.1
34.639429,119.769716,2020,Yellow Sea,-6.59,13.72
34.634142,119.7761,2020,Yellow Sea,-6.59,14.43
34.631292,119.788377,2020,Yellow Sea,-7.58,15.8
34.625921,119.812768,2020,Yellow Sea,-7.7,14.45
34.623106,119.779194,2020,Yellow Sea,-6.6,14.85
34.620718,119.837065,2020,Yellow Sea,-8.53,12.75
34.618578,119.757149,2020,Yellow Sea,-5.78,12.43
34.61771,119.803552,2020,Yellow Sea,-7.56,14.01
34.617825,119.849318,2020,Yellow Sea,-9.52,12.02
34.615029,119.815747,2020,Yellow Sea,-7.55,13
34.614811,119.77005,2020,Yellow Sea,-6.62,13.44
34.612268,119.782177,2020,Yellow Sea,-6.6,13.72
34.609639,119.840118,2020,Yellow Sea,-8.53,11.22
34.609443,119.794404,2020,Yellow Sea,-6.58,13.68
34.606516,119.760895,2020,Yellow Sea,-5.65,12
34.604772,119.748757,2020,Yellow Sea,-5.54,11.31
34.604131,119.818794,2020,Yellow Sea,-6.55,11.55
34.604038,119.801993,2020,Yellow Sea,-6.43,12.59
34.601528,119.830927,2020,Yellow Sea,-7.54,10.6
34.601244,119.78524,2020,Yellow Sea,-5.76,12.48
34.597852,119.744582,2020,Yellow Sea,-4.69,10.28
34.595812,119.809512,2020,Yellow Sea,-5.72,11.19
34.593198,119.821795,2020,Yellow Sea,-6.56,10.12
34.592346,119.838593,2020,Yellow Sea,-7.54,9.11
34.591361,119.74066,2020,Yellow Sea,-4.71,9.32
34.589446,119.748234,2020,Yellow Sea,-4.7,9.33
34.587052,119.756545,2020,Yellow Sea,-4.69,9.4
34.584836,119.812602,2020,Yellow Sea,-6.58,9.83
34.584674,119.764901,2020,Yellow Sea,-4.67,9.52
34.582282,119.824822,2020,Yellow Sea,-6.57,8.71
34.580021,119.7815,2020,Yellow Sea,-5.64,9.67
34.573743,119.803851,2020,Yellow Sea,-5.75,9.49
34.569408,119.819405,2020,Yellow Sea,-6.59,7.8
34.632454,119.765535,2020,Yellow Sea,-6.6,13.26
34.628624,119.800534,2020,Yellow Sea,-7.56,15.44
34.62335,119.824894,2020,Yellow Sea,-8.54,13.56
34.620399,119.791367,2020,Yellow Sea,-6.58,15.07
34.612522,119.827879,2020,Yellow Sea,-7.54,12.09
34.611643,119.752971,2020,Yellow Sea,-5.66,12.02
34.603953,119.773017,2020,Yellow Sea,-5.63,12.27
34.598801,119.796641,2020,Yellow Sea,-6.44,12.42
34.595749,119.763867,2020,Yellow Sea,-4.67,10.82
34.593024,119.776047,2020,Yellow Sea,-4.79,11.08
34.587813,119.800408,2020,Yellow Sea,-6.59,11.05
34.58375,119.788129,2020,Yellow Sea,-5.63,10.45
34.582347,119.773209,2020,Yellow Sea,-4.66,9.62
34.57601,119.795992,2020,Yellow Sea,-5.61,9.91
34.571678,119.811584,2020,Yellow Sea,-6.59,8.65
36.477074,121.229564,2022,Yellow Sea,-18.49,20.67
36.477136,121.22286,2022,Yellow Sea,-18.35,19.99
36.476881,121.235277,2022,Yellow Sea,-19.34,21.26
36.476941,121.242945,2022,Yellow Sea,-19.33,22.04
36.47681,121.249657,2022,Yellow Sea,-20.31,22.73
36.476261,121.257841,2022,Yellow Sea,-20.29,23.61
36.468073,121.230694,2022,Yellow Sea,-18.49,21.33
36.468086,121.238055,2022,Yellow Sea,-19.47,22.06
36.467967,121.252789,2022,Yellow Sea,-20.29,23.54
36.468089,121.215966,2022,Yellow Sea,-17.49,19.89
36.4679,121.22338,2022,Yellow Sea,-18.34,20.62
36.467894,121.245473,2022,Yellow Sea,-20.31,22.81
36.467963,121.267556,2022,Yellow Sea,-21.25,25.04
36.467775,121.26024,2022,Yellow Sea,-20.42,24.31
36.462299,121.271862,2022,Yellow Sea,-21.23,25.8
36.459415,121.217176,2022,Yellow Sea,-17.49,20.62
36.450245,121.22151,2022,Yellow Sea,-18.34,21.72
36.449818,121.213687,2022,Yellow Sea,-18.34,21.05
36.450172,121.253274,2022,Yellow Sea,-21.42,24.72
36.450195,121.20562,2022,Yellow Sea,-17.34,20.3
36.450258,121.245349,2022,Yellow Sea,-20.44,23.96
36.45019,121.269169,2022,Yellow Sea,-22.23,26.27
36.450064,121.261262,2022,Yellow Sea,-22.25,25.5
36.450076,121.23744,2022,Yellow Sea,-19.46,23.22
36.441524,121.272283,2022,Yellow Sea,-23.23,26.85
36.438831,121.199985,2022,Yellow Sea,-17.33,20.82
36.432678,121.217579,2022,Yellow Sea,-19.32,22.84
36.432586,121.23243,2022,Yellow Sea,-20.32,24.15
36.432552,121.254748,2022,Yellow Sea,-22.41,26.16
36.432552,121.26817,2022,Yellow Sea,-24.23,25.99
36.432559,121.274846,2022,Yellow Sea,-24.22,25.62
36.432429,121.202754,2022,Yellow Sea,-18.46,21.19
36.432552,121.210171,2022,Yellow Sea,-19.32,22.02
36.432424,121.239924,2022,Yellow Sea,-20.44,24.83
36.432247,121.247394,2022,Yellow Sea,-21.43,25.51
36.432338,121.261488,2022,Yellow Sea,-23.38,26.34
36.42407,121.199891,2022,Yellow Sea,-19.32,20.9
36.422067,121.272044,2022,Yellow Sea,-24.36,24.52
36.420497,121.264436,2022,Yellow Sea,-23.37,24.78
36.418865,121.256883,2022,Yellow Sea,-23.24,25.05
36.416737,121.247148,2022,Yellow Sea,-22.43,25.45
36.416978,121.224477,2022,Yellow Sea,-21.34,23.7
36.416763,121.216966,2022,Yellow Sea,-20.48,22.87
36.416602,121.201876,2022,Yellow Sea,-20.32,21.2
36.416605,121.209417,2022,Yellow Sea,-20.33,22.04
36.416755,121.239648,2022,Yellow Sea,-22.3,25.39
36.416542,121.232137,2022,Yellow Sea,-22.33,24.56
36.397826,121.206672,2022,Yellow Sea,-22.34,22.14
36.397667,121.226901,2022,Yellow Sea,-22.35,24.35
36.397516,121.199992,2022,Yellow Sea,-21.33,21.43
36.397581,121.213436,2022,Yellow Sea,-22.34,22.89
36.397581,121.233652,2022,Yellow Sea,-23.34,24.4
36.397516,121.240426,2022,Yellow Sea,-23.3,23.88
36.397521,121.220203,2022,Yellow Sea,-22.34,23.63
36.397455,121.247181,2022,Yellow Sea,-23.28,23.37
36.389484,121.204889,2022,Yellow Sea,-22.33,22.23
36.383077,121.240196,2022,Yellow Sea,-24.29,22.46
36.383015,121.212054,2022,Yellow Sea,-23.33,23.22
36.382952,121.219086,2022,Yellow Sea,-24.34,23.98
36.383048,121.226079,2022,Yellow Sea,-24.34,23.6
36.382949,121.247205,2022,Yellow Sea,-24.41,21.89
36.376736,121.2469,2022,Yellow Sea,-25.26,21.31
36.374077,121.221639,2022,Yellow Sea,-24.48,23.18
36.372655,121.237168,2022,Yellow Sea,-25.3,21.73
36.370442,121.245058,2022,Yellow Sea,-25.4,20.87
36.368197,121.228246,2022,Yellow Sea,-25.33,22.1
36.363981,121.232803,2022,Yellow Sea,-26.32,21.35
36.449755,121.229571,2022,Yellow Sea,-19.34,22.51
36.432427,121.225051,2022,Yellow Sea,-20.33,23.52
36.383329,121.233087,2022,Yellow Sea,-24.33,23.05
36.580818,121.652482,2023,Yellow Sea,-26.28,18.96
36.580121,121.644043,2023,Yellow Sea,-25.28,18.88
36.57953,121.635691,2023,Yellow Sea,-25.14,18.83
36.579036,121.627205,2023,Yellow Sea,-26.14,18.81
36.578405,121.61885,2023,Yellow Sea,-26.14,18.85
36.577523,121.610489,2023,Yellow Sea,-26.14,18.97
36.577267,121.602027,2023,Yellow Sea,-26.14,19.05
36.576653,121.593562,2023,Yellow Sea,-25.14,19.22
36.576112,121.585207,2023,Yellow Sea,-26,19.43
36.575533,121.576776,2023,Yellow Sea,-26.15,19.69
36.575061,121.568339,2023,Yellow Sea,-26.15,19.97
36.574326,121.559942,2023,Yellow Sea,-25.15,20.33
36.573719,121.551524,2023,Yellow Sea,-25.16,20.7
36.573189,121.54308,2023,Yellow Sea,-25.16,21.11
36.572584,121.53471,2023,Yellow Sea,-25.16,21.55
36.572003,121.526319,2023,Yellow Sea,-24.31,22.02
36.571245,121.517944,2023,Yellow Sea,-24.17,22.1
36.56561,121.65795,2023,Yellow Sea,-28.13,21.15
36.56478,121.649548,2023,Yellow Sea,-28.14,21.08
36.563836,121.641191,2023,Yellow Sea,-28.14,21.07
36.563023,121.632724,2023,Yellow Sea,-28.15,21.07
36.562357,121.624274,2023,Yellow Sea,-28.15,21.1
36.561701,121.615796,2023,Yellow Sea,-28.15,21.16
36.560827,121.607391,2023,Yellow Sea,-28.15,21.29
36.560125,121.59893,2023,Yellow Sea,-27.15,21.44
36.559023,121.590589,2023,Yellow Sea,-26.15,21.69
36.558515,121.582032,2023,Yellow Sea,-26.14,21.89
36.557566,121.573647,2023,Yellow Sea,-26.14,22.19
36.556804,121.565284,2023,Yellow Sea,-27.14,22.51
36.555948,121.556833,2023,Yellow Sea,-28.14,22.87
36.555368,121.548327,2023,Yellow Sea,-28.15,23.22
36.554441,121.539945,2023,Yellow Sea,-27.15,23.66
36.553675,121.531539,2023,Yellow Sea,-26.3,24.1
36.552971,121.523083,2023,Yellow Sea,-26.16,24.56
36.552032,121.514679,2023,Yellow Sea,-26.16,24.68
36.550463,121.663417,2023,Yellow Sea,-28.13,23.33
36.549169,121.654524,2023,Yellow Sea,-28.14,23.31
36.548027,121.645572,2023,Yellow Sea,-28.14,23.3
36.547323,121.636501,2023,Yellow Sea,-28.15,23.28
36.546005,121.627575,2023,Yellow Sea,-29.01,23.38
36.544959,121.618591,2023,Yellow Sea,-28.29,23.48
36.542794,121.600638,2023,Yellow Sea,-27.29,23.83
36.541698,121.591611,2023,Yellow Sea,-28.14,24.06
36.540492,121.582783,2023,Yellow Sea,-27.14,24.35
36.539736,121.573701,2023,Yellow Sea,-27.14,24.62
36.538577,121.564745,2023,Yellow Sea,-27.14,24.98
36.536403,121.546807,2023,Yellow Sea,-27.29,25.78
36.535544,121.537803,2023,Yellow Sea,-27.15,26.2
36.534152,121.661224,2024,Yellow Sea,-29.14,25.49
36.53419,121.528833,2023,Yellow Sea,-27.15,26.72
36.533211,121.519843,2023,Yellow Sea,-27.16,27.22
36.532838,121.653576,2024,Yellow Sea,-29.14,25.52
36.530417,121.635797,2024,Yellow Sea,-29.15,25.6
36.529132,121.62686,2024,Yellow Sea,-30,25.71
36.527768,121.618001,2024,Yellow Sea,-29.29,25.86
36.52516,121.600279,2024,Yellow Sea,-29.14,26.27
36.524104,121.591327,2024,Yellow Sea,-29.13,26.49
36.522864,121.582451,2024,Yellow Sea,-29.13,26.77
36.521436,121.573607,2024,Yellow Sea,-29.12,27.12
36.520083,121.564746,2024,Yellow Sea,-29.11,27.48
36.519746,121.674515,2024,Yellow Sea,-29.13,27.76
36.518914,121.555845,2024,Yellow Sea,-28.12,27.85
36.518333,121.666677,2024,Yellow Sea,-28.14,27.76
36.517768,121.548121,2024,Yellow Sea,-28.12,28.22
36.516684,121.540454,2024,Yellow Sea,-27.13,28.6
36.516848,121.658804,2024,Yellow Sea,-28.14,27.8
36.515639,121.532735,2024,Yellow Sea,-28,29
36.515441,121.649092,2024,Yellow Sea,-29,27.83
36.513621,121.639419,2024,Yellow Sea,-29.14,27.96
36.511924,121.629744,2024,Yellow Sea,-28.29,28.11
36.510229,121.62006,2024,Yellow Sea,-28.14,28.3
36.508487,121.610392,2024,Yellow Sea,-28.13,28.53
36.506851,121.600681,2024,Yellow Sea,-29.12,28.8
36.505129,121.591017,2024,Yellow Sea,-29.12,29.11
36.504323,121.680086,2024,Yellow Sea,-30.13,29.98
36.503609,121.581315,2024,Yellow Sea,-29.1,29.43
36.50252,121.672287,2024,Yellow Sea,-30.13,30.03
36.502004,121.571557,2024,Yellow Sea,-28.23,29.81
36.500999,121.664515,2024,Yellow Sea,-30.14,30.07
36.5001,121.561956,2024,Yellow Sea,-28.08,30.26
36.49923,121.655694,2024,Yellow Sea,-29.28,30.15
36.49879,121.554108,2024,Yellow Sea,-28.09,30.61
36.497415,121.646813,2024,Yellow Sea,-29.14,30.28
36.497425,121.546255,2024,Yellow Sea,-27.25,31
36.495965,121.538412,2024,Yellow Sea,-28.12,31.42
36.495531,121.637976,2024,Yellow Sea,-29.13,30.44
36.494758,121.530472,2024,Yellow Sea,-26.28,31.83
36.49395,121.629067,2024,Yellow Sea,-29.13,30.59
36.491851,121.620313,2024,Yellow Sea,-29.12,30.84
36.490306,121.611388,2024,Yellow Sea,-28.26,31.05
36.489427,121.685302,2023,Yellow Sea,-30.12,32.12
36.488556,121.602515,2024,Yellow Sea,-28.97,31.32
36.487815,121.677302,2023,Yellow Sea,-30.12,32.14
36.486792,121.593636,2024,Yellow Sea,-29.95,31.62
36.486538,121.669229,2023,Yellow Sea,-30.12,32.13
36.484936,121.584783,2024,Yellow Sea,-30.09,31.96
36.484067,121.658781,2023,Yellow Sea,-31.11,32.28
36.483157,121.575957,2024,Yellow Sea,-30.08,32.32
36.481837,121.64829,2023,Yellow Sea,-30.11,32.44
36.481211,121.567156,2024,Yellow Sea,-30.07,32.73
36.479908,121.637733,2023,Yellow Sea,-30.1,32.59
36.479829,121.559319,2024,Yellow Sea,-30.08,33.07
36.478213,121.551529,2024,Yellow Sea,-30.09,33.46
36.477605,121.627291,2023,Yellow Sea,-30.1,32.84
36.476704,121.543631,2024,Yellow Sea,-30.11,33.55
36.475806,121.496067,2021,Yellow Sea,-30.12,31.03
36.475423,121.520929,2021,Yellow Sea,-30.12,32.15
36.47556,121.616768,2023,Yellow Sea,-30.24,33.09
36.475623,121.508463,2021,Yellow Sea,-30.98,31.56
36.4755,121.514747,2021,Yellow Sea,-30.12,31.85
36.47556,121.50234,2021,Yellow Sea,-30.26,31.27
36.474198,121.690795,2023,Yellow Sea,-30.1,34.31
36.474053,121.484198,2021,Yellow Sea,-30.12,30.31
36.47343,121.606235,2023,Yellow Sea,-30.09,33.4
36.472546,121.682793,2023,Yellow Sea,-30.96,34.33
36.471181,121.595749,2023,Yellow Sea,-30.08,33.76
36.470679,121.472815,2021,Yellow Sea,-30.12,29.44
36.470682,121.674848,2023,Yellow Sea,-31.09,34.41
36.46907,121.585258,2023,Yellow Sea,-30.08,34.14
36.468831,121.467173,2021,Yellow Sea,-30.13,29.01
36.468544,121.665071,2023,Yellow Sea,-31.1,34.51
36.467151,121.574708,2023,Yellow Sea,-30.07,34.39
36.466901,121.46157,2021,Yellow Sea,-30.13,28.57
36.465828,121.655424,2023,Yellow Sea,-30.09,34.73
36.465285,121.455866,2021,Yellow Sea,-30.13,28.17
36.465084,121.564197,2023,Yellow Sea,-30.07,33.47
36.463756,121.645649,2023,Yellow Sea,-30.08,34.9
36.463339,121.5562,2023,Yellow Sea,-30.08,32.75
36.461701,121.444543,2021,Yellow Sea,-30.13,27.38
36.461747,121.548167,2023,Yellow Sea,-31.08,32.07
36.461588,121.635832,2023,Yellow Sea,-30.08,35.11
