trade_date,listed_vwap,block_vwap,block_discount_pct,block_vol_t
2025-12-01,59.4701,56.4349,-5.104,1419656.0
2025-12-02,59.8234,60.0,0.295,240000.0
2025-12-03,59.8634,54.9958,-8.131,226790.0
2025-12-04,59.8653,57.4417,-4.048,621671.0
2025-12-05,60.0347,58.2591,-2.958,954681.0
2025-12-08,59.9464,59.1629,-1.307,1804531.0
2025-12-09,59.6475,59.7433,0.161,1940000.0
2025-12-10,58.4929,66.1855,13.151,570500.0
2025-12-11,57.1267,54.0,-5.473,165000.0
2025-12-12,58.603,58.1723,-0.735,390500.0
2025-12-15,58.6172,53.7,-8.389,200000.0
2025-12-16,59.0034,58.004,-1.694,1454803.0
2025-12-17,59.9156,58.5965,-2.202,1031235.0
2025-12-18,60.964,62.1213,1.898,710789.0
2025-12-19,65.3985,58.5528,-10.468,1063519.0
2025-12-22,66.4555,59.5944,-10.324,2021548.0
2025-12-23,69.6246,70.0263,0.577,2810773.0
2025-12-24,72.8217,72.5622,-0.356,2275234.0
2025-12-25,80.8426,75.0295,-7.191,1969110.0
2025-12-26,74.8911,76.2515,1.817,2724282.0
2025-12-29,71.9684,70.2874,-2.336,981949.0
2025-12-30,73.0373,73.8258,1.08,3100000.0
2025-12-31,75.8031,76.4,0.787,100000.0
2026-01-06,71.202,80.0,12.356,100000.0
2026-01-07,77.9699,75.4931,-3.177,3046405.0
2026-01-08,78.614,71.8167,-8.646,706626.0
2026-01-09,75.0236,73.3333,-2.253,300000.0
2026-01-12,78.3086,73.5875,-6.029,400000.0
2026-01-14,72.5,62.5524,-13.721,572000.0
2026-01-15,78.5,68.0,-13.376,100000.0
2026-01-19,79.213,79.0,-0.269,100000.0
2026-01-20,73.0,69.0,-5.479,200000.0
2026-01-21,78.6,62.0789,-21.019,570000.0
2026-01-22,77.2712,74.4733,-3.621,860000.0
2026-01-23,79.5999,80.25,0.817,400000.0
2026-01-28,78.5706,77.876,-0.884,500000.0
2026-01-30,79.0,80.4,1.772,100000.0
2026-02-06,78.0016,78.6,0.767,400000.0
2026-02-09,80.6203,78.6,-2.506,400000.0
2026-02-10,80.5404,78.6,-2.409,400000.0
2026-02-11,78.7,78.6333,-0.085,300000.0
2026-02-26,81.0,78.6,-2.963,400000.0
2026-02-27,80.5,78.7,-2.236,100000.0
2026-03-03,80.5476,81.0,0.562,100000.0
2026-03-10,82.0,73.6275,-10.21,414650.0
2026-03-11,79.0,79.64,0.81,500000.0
2026-03-12,82.4545,79.3,-3.826,600000.0
2026-03-13,81.8333,79.3833,-2.994,600000.0
2026-03-16,81.95,80.225,-2.105,400000.0
2026-03-26,79.7526,67.69,-15.125,275350.0
2026-03-27,79.9046,81.0,1.371,100000.0
2026-03-30,79.9074,56.0,-29.919,280000.0
2026-04-09,79.5183,72.75,-8.512,600000.0
2026-04-10,79.5036,80.68,1.48,500000.0
2026-04-14,79.5219,79.6,0.098,100000.0
2026-04-15,78.0211,67.6,-13.357,450000.0
2026-04-16,78.9273,78.9273,0.0,550000.0
2026-04-17,79.5567,73.25,-7.927,200000.0
2026-04-20,78.6089,75.5901,-3.84,1420000.0
2026-04-21,76.1433,74.5805,-2.052,621862.0
2026-04-22,75.8131,68.5238,-9.615,800000.0
2026-04-23,76.2222,63.65,-16.494,500000.0
2026-04-27,78.997,68.7286,-12.998,282558.0
2026-04-28,78.3039,77.9307,-0.477,311142.0
2026-04-29,78.8884,72.5117,-8.083,297442.0
2026-04-30,79.5038,77.0,-3.149,100000.0
2026-05-07,80.0,78.0209,-2.474,430000.0
2026-05-08,80.0635,77.3,-3.452,600000.0
2026-05-11,81.0638,74.7667,-7.768,300000.0
2026-05-12,82.0988,81.725,-0.455,400000.0
2026-05-13,82.5594,83.0571,0.603,350000.0
2026-05-14,83.945,74.5452,-11.198,335715.0
2026-05-15,84.9064,77.92,-8.228,400000.0
2026-05-18,84.0818,83.5,-0.692,100000.0
2026-05-19,82.6392,83.8455,1.46,550000.0
2026-05-20,81.6958,81.5,-0.24,200000.0
2026-05-21,80.4336,77.5261,-3.615,548800.0
2026-05-22,80.1564,79.8286,-0.409,700000.0
2026-05-25,80.0884,81.4,1.638,200000.0
2026-05-26,80.0133,79.6667,-0.433,450000.0
2026-05-27,80.0647,80.0167,-0.06,300000.0
2026-05-28,80.2992,76.5411,-4.68,950000.0
2026-05-29,80.7662,77.797,-3.676,529196.0
2026-06-01,82.0124,66.232,-19.241,500000.0
2026-06-02,81.8382,81.04,-0.975,500000.0
2026-06-03,81.9722,76.84,-6.261,210000.0
2026-06-04,82.029,81.8167,-0.259,300000.0
2026-06-05,82.8677,82.5,-0.444,200000.0
2026-06-08,82.2523,81.4933,-0.923,300000.0
2026-06-10,81.6417,81.4503,-0.234,620000.0
2026-06-11,81.2267,80.8667,-0.443,300000.0
2026-06-12,81.4221,81.25,-0.211,200000.0
2026-06-15,81.4496,80.75,-0.859,200000.0
2026-06-16,81.8131,81.5,-0.383,400000.0
2026-06-17,82.0392,81.3625,-0.825,400000.0
2026-06-18,82.3361,81.965,-0.451,200000.0
2026-06-22,82.0522,82.1286,0.093,350000.0
2026-06-23,82.4106,75.7329,-8.103,420000.0
2026-06-24,82.6786,80.4264,-2.724,394000.0
2026-06-25,83.1201,82.6272,-0.593,1140000.0
2026-06-26,83.1094,80.2337,-3.46,950000.0
2026-06-29,83.1363,71.25,-14.297,400000.0
2026-07-01,83.904,81.34,-3.056,150000.0
2026-07-02,84.8235,79.84,-5.875,500000.0
2026-07-03,85.7224,66.9372,-21.914,679957.0
2026-07-06,86.2179,85.26,-1.111,300000.0
2026-07-07,86.3644,85.9452,-0.485,620000.0
2026-07-08,86.2401,85.9332,-0.356,680000.0
2026-07-09,86.209,82.5633,-4.229,600000.0
2026-07-10,86.9532,86.1968,-0.87,309000.0
2026-07-13,87.4188,87.8,0.436,100000.0
2026-07-14,87.8942,87.1084,-0.894,550510.0
2026-07-15,89.8137,90.0667,0.282,300000.0
2026-07-16,90.1273,89.9515,-0.195,1040000.0
2026-07-17,90.0161,84.25,-6.406,400000.0
2026-07-20,90.1455,90.025,-0.134,200000.0
2026-07-21,90.543,90.25,-0.324,100000.0
2026-07-22,91.0256,89.8874,-1.25,615021.0
2026-07-23,92.5418,92.9,0.387,300000.0
2026-07-24,93.5751,93.8,0.24,200000.0
2026-07-27,93.7682,94.4667,0.745,300000.0
2026-07-28,94.6749,88.1987,-6.84,1260251.0
2026-07-29,95.6515,92.7553,-3.028,827513.0
2026-07-30,96.6091,95.15,-1.51,500000.0
2026-07-31,98.5913,83.1855,-15.626,885819.0
2026-08-03,99.6942,92.971,-6.744,1000000.0
2026-08-04,98.5565,95.6977,-2.901,926736.0
2026-08-05,97.558,96.9,-0.674,300000.0
2026-08-06,97.4434,95.8667,-1.618,540000.0
2026-08-07,98.5408,94.988,-3.605,925000.0
2026-08-10,98.5177,97.5,-1.033,200000.0
2026-08-11,98.3163,98.1,-0.22,100000.0
2026-08-12,98.3073,95.98,-2.367,300000.0
2026-08-13,98.1524,97.8,-0.359,300000.0
2026-08-14,98.2058,93.89,-4.395,500000.0
